GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37
1400000US25017310700,25017310700,"Census Tract 3107, Middlesex County, Massachusetts",939,156,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,457,132,447,134,46,57,78,62,74,67,71,60,118,75,60,62,10,15,194,94,194,94,0,127,0,127,0,127,44,30,57,46,93,78,0,127,288,117,288,117,0,127,37,39,36,41,20,24,64,59,131,86,0,127
1400000US25017310800,25017310800,"Census Tract 3108, Middlesex County, Massachusetts",263,68,24,40,24,40,0,127,0,127,0,127,24,40,0,127,0,127,0,127,74,57,74,57,0,127,26,40,0,127,25,41,23,31,0,127,0,127,75,60,75,60,26,38,0,127,9,14,0,127,31,41,9,17,0,127,90,39,90,39,0,127,0,127,8,13,26,29,12,19,44,34,0,127
1400000US25017311000,25017311000,"Census Tract 3110, Middlesex County, Massachusetts",1237,109,149,72,149,72,10,16,76,59,63,47,0,127,0,127,0,127,0,127,639,128,629,128,32,33,194,80,152,77,117,66,96,49,38,44,10,16,262,102,262,102,9,14,63,51,70,45,45,50,0,127,75,59,0,127,187,90,187,90,34,33,57,51,0,127,51,53,0,127,45,42,0,127
1400000US25017311100,25017311100,"Census Tract 3111, Middlesex County, Massachusetts",660,100,14,22,14,22,0,127,0,127,0,127,0,127,14,22,0,127,0,127,191,94,191,94,0,127,0,127,25,41,25,33,29,37,112,72,0,127,130,75,130,75,0,127,0,127,13,23,0,127,0,127,117,71,0,127,325,145,299,152,0,127,0,127,0,127,0,127,189,164,110,57,26,27
1400000US25017311200,25017311200,"Census Tract 3112, Middlesex County, Massachusetts",602,106,159,70,159,70,0,127,0,127,9,14,141,76,0,127,9,15,0,127,168,93,168,93,0,127,0,127,0,127,117,66,51,63,0,127,0,127,154,71,136,70,0,127,0,127,17,27,31,47,78,53,10,16,18,20,121,58,121,58,0,127,0,127,18,29,26,29,0,127,77,44,0,127
1400000US25017311300,25017311300,"Census Tract 3113, Middlesex County, Massachusetts",718,112,52,50,52,50,0,127,0,127,0,127,43,48,9,16,0,127,0,127,165,68,165,68,0,127,0,127,10,16,19,28,94,54,42,43,0,127,278,116,278,116,0,127,0,127,0,127,23,31,160,103,95,76,0,127,223,85,212,82,0,127,0,127,0,127,0,127,38,37,174,82,11,17
1400000US25017311400,25017311400,"Census Tract 3114, Middlesex County, Massachusetts",1590,192,32,38,32,38,0,127,0,127,0,127,0,127,0,127,32,38,0,127,186,121,186,121,0,127,17,27,0,127,50,81,108,100,11,18,0,127,1073,235,1073,235,0,127,17,27,43,67,36,55,365,176,612,215,0,127,299,163,299,163,27,45,0,127,0,127,41,66,58,87,173,127,0,127
1400000US25017311500,25017311500,"Census Tract 3115, Middlesex County, Massachusetts",307,120,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,100,82,100,82,0,127,0,127,0,127,50,65,50,41,0,127,0,127,114,90,114,90,0,127,0,127,38,60,0,127,0,127,76,65,0,127,93,83,83,81,0,127,0,127,0,127,0,127,16,26,67,75,10,17
1400000US25017311600,25017311600,"Census Tract 3116, Middlesex County, Massachusetts",575,113,37,47,37,47,0,127,37,47,0,127,0,127,0,127,0,127,0,127,91,55,91,55,15,22,0,127,11,21,0,127,65,45,0,127,0,127,203,102,203,102,0,127,40,61,0,127,8,12,70,58,85,51,0,127,244,105,244,105,40,44,0,127,10,18,24,25,16,27,154,90,0,127
1400000US25017311700,25017311700,"Census Tract 3117, Middlesex County, Massachusetts",674,172,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,11,18,11,18,0,127,0,127,0,127,0,127,11,18,0,127,0,127,281,120,281,120,0,127,0,127,10,17,19,22,90,59,162,111,0,127,382,190,382,190,0,127,12,19,0,127,11,19,175,188,184,92,0,127
1400000US25017311800,25017311800,"Census Tract 3118, Middlesex County, Massachusetts",559,126,47,39,47,39,0,127,47,39,0,127,0,127,0,127,0,127,0,127,80,70,80,70,0,127,0,127,0,127,62,70,0,127,18,35,0,127,213,105,156,82,0,127,0,127,21,33,18,31,33,32,84,65,57,61,219,106,219,106,0,127,0,127,15,18,19,31,16,18,169,94,0,127
1400000US25017311900,25017311900,"Census Tract 3119, Middlesex County, Massachusetts",899,101,123,71,123,71,0,127,34,33,9,15,60,62,0,127,20,31,0,127,235,74,221,73,0,127,50,49,87,57,23,37,43,37,18,20,14,22,369,101,346,100,5,10,98,53,41,34,109,59,19,20,74,58,23,38,172,71,172,71,0,127,18,30,55,47,24,38,0,127,75,59,0,127
1400000US25017312000,25017312000,"Census Tract 3120, Middlesex County, Massachusetts",485,124,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,27,45,27,45,0,127,0,127,0,127,27,45,0,127,0,127,0,127,212,124,212,124,0,127,0,127,0,127,63,68,132,97,17,24,0,127,246,102,212,100,0,127,0,127,11,18,0,127,41,49,160,91,34,47
1400000US25017312100,25017312100,"Census Tract 3121, Middlesex County, Massachusetts",579,134,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,157,74,148,69,8,13,57,42,30,25,0,127,19,23,34,45,9,16,165,90,165,90,0,127,0,127,29,34,10,16,51,45,75,67,0,127,257,105,257,105,0,127,0,127,0,127,12,19,51,54,194,87,0,127
1400000US25017312200,25017312200,"Census Tract 3122, Middlesex County, Massachusetts",492,134,47,63,47,63,0,127,0,127,0,127,0,127,47,63,0,127,0,127,117,69,117,69,39,63,0,127,0,127,0,127,60,34,18,21,0,127,187,125,187,125,0,127,0,127,50,82,13,19,23,26,101,61,0,127,141,81,125,75,0,127,0,127,9,15,13,22,15,24,88,76,16,27
1400000US25017312300,25017312300,"Census Tract 3123, Middlesex County, Massachusetts",684,151,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,47,42,47,42,0,127,47,42,0,127,0,127,0,127,0,127,0,127,409,167,409,167,0,127,0,127,0,127,0,127,162,119,247,121,0,127,228,114,216,115,0,127,0,127,0,127,0,127,83,76,133,112,12,22
1400000US25017312400,25017312400,"Census Tract 3124, Middlesex County, Massachusetts",797,68,10,16,10,16,0,127,10,16,0,127,0,127,0,127,0,127,0,127,223,78,223,78,16,20,70,42,43,33,25,30,69,66,0,127,0,127,299,90,278,89,0,127,0,127,8,12,64,58,36,31,170,82,21,27,265,92,255,91,19,30,15,21,67,57,15,23,41,45,98,62,10,19
1400000US25017312501,25017312501,"Census Tract 3125.01, Middlesex County, Massachusetts",427,119,28,44,28,44,0,127,0,127,0,127,0,127,28,44,0,127,0,127,58,54,58,54,0,127,0,127,32,47,0,127,26,29,0,127,0,127,166,86,166,86,0,127,0,127,11,20,16,25,44,57,95,59,0,127,175,102,175,102,0,127,0,127,0,127,35,53,33,47,107,82,0,127
1400000US25017312502,25017312502,"Census Tract 3125.02, Middlesex County, Massachusetts",362,79,20,23,20,23,0,127,0,127,0,127,10,16,0,127,10,17,0,127,145,64,145,64,0,127,24,31,19,21,42,30,60,40,0,127,0,127,80,66,80,66,0,127,0,127,0,127,0,127,11,17,69,63,0,127,117,76,107,76,0,127,0,127,0,127,11,17,28,45,68,63,10,16
1400000US25017313101,25017313101,"Census Tract 3131.01, Middlesex County, Massachusetts",164,65,8,14,8,14,0,127,0,127,0,127,8,14,0,127,0,127,0,127,52,35,52,35,10,17,10,16,0,127,10,15,11,18,11,16,0,127,74,56,74,56,28,44,0,127,0,127,0,127,8,13,38,31,0,127,30,32,30,32,0,127,0,127,15,22,0,127,0,127,15,22,0,127
1400000US25017313102,25017313102,"Census Tract 3131.02, Middlesex County, Massachusetts",283,114,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,89,82,89,82,0,127,0,127,0,127,0,127,0,127,89,82,0,127,77,52,62,47,0,127,0,127,0,127,0,127,0,127,62,47,15,23,117,80,106,84,0,127,0,127,10,16,0,127,33,52,63,67,11,18
1400000US25017314101,25017314101,"Census Tract 3141.01, Middlesex County, Massachusetts",469,118,25,27,25,27,0,127,0,127,0,127,12,19,13,20,0,127,0,127,50,42,37,34,0,127,14,22,0,127,0,127,11,18,12,19,13,23,359,122,359,122,0,127,0,127,0,127,15,24,0,127,344,123,0,127,35,56,35,56,0,127,0,127,0,127,0,127,0,127,35,56,0,127
1400000US25017314102,25017314102,"Census Tract 3141.02, Middlesex County, Massachusetts",585,151,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,182,81,167,79,9,16,36,41,26,33,88,76,8,13,0,127,15,23,254,107,216,93,0,127,0,127,0,127,0,127,15,24,201,90,38,61,149,91,149,91,0,127,0,127,0,127,19,30,21,33,109,87,0,127
1400000US25017314200,25017314200,"Census Tract 3142, Middlesex County, Massachusetts",389,114,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,84,63,84,63,0,127,12,19,11,18,45,54,16,25,0,127,0,127,159,79,125,64,0,127,0,127,0,127,11,17,32,31,82,56,34,37,146,87,146,87,0,127,10,16,0,127,29,45,29,44,78,70,0,127
1400000US25017314301,25017314301,"Census Tract 3143.01, Middlesex County, Massachusetts",436,143,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,107,61,107,61,0,127,32,36,0,127,33,27,27,31,15,24,0,127,314,146,272,124,0,127,0,127,0,127,19,30,79,82,174,86,42,67,15,23,15,23,0,127,0,127,0,127,0,127,0,127,15,23,0,127
1400000US25017314302,25017314302,"Census Tract 3143.02, Middlesex County, Massachusetts",15,19,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,15,19,8,15,0,127,0,127,0,127,0,127,0,127,8,15,7,12
1400000US25017315100,25017315100,"Census Tract 3151, Middlesex County, Massachusetts",67,42,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,31,31,31,31,0,127,0,127,0,127,8,14,23,35,0,127,0,127,28,25,28,25,0,127,0,127,9,14,0,127,0,127,19,21,0,127,8,14,0,127,0,127,0,127,0,127,0,127,0,127,0,127,8,14
1400000US25017315200,25017315200,"Census Tract 3152, Middlesex County, Massachusetts",675,158,77,74,77,74,0,127,0,127,0,127,0,127,26,42,51,66,0,127,266,114,266,114,53,68,0,127,38,20,50,65,12,18,113,82,0,127,268,126,245,125,0,127,13,21,0,127,45,66,13,21,174,106,23,29,64,52,64,52,0,127,0,127,0,127,0,127,0,127,64,52,0,127
1400000US25017315401,25017315401,"Census Tract 3154.01, Middlesex County, Massachusetts",203,61,12,18,12,18,0,127,0,127,12,18,0,127,0,127,0,127,0,127,121,46,121,46,0,127,32,29,68,44,0,127,0,127,21,22,0,127,70,54,61,51,0,127,0,127,0,127,10,17,0,127,51,49,9,14,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127
1400000US25017315402,25017315402,"Census Tract 3154.02, Middlesex County, Massachusetts",27,32,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,27,32,8,13,0,127,0,127,0,127,0,127,8,13,0,127,19,30
1400000US25017315403,25017315403,"Census Tract 3154.03, Middlesex County, Massachusetts",63,45,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,21,33,21,33,0,127,0,127,0,127,0,127,21,33,0,127,0,127,18,18,18,18,0,127,0,127,0,127,0,127,8,13,10,15,0,127,24,28,24,28,0,127,0,127,0,127,0,127,0,127,24,28,0,127
1400000US25017315500,25017315500,"Census Tract 3155, Middlesex County, Massachusetts",110,67,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,16,26,16,26,0,127,0,127,0,127,0,127,0,127,16,26,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,94,62,94,62,0,127,0,127,0,127,0,127,0,127,94,62,0,127
1400000US25017316101,25017316101,"Census Tract 3161.01, Middlesex County, Massachusetts",54,31,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,44,26,44,26,0,127,0,127,0,127,0,127,0,127,44,26,0,127,10,17,10,17,0,127,0,127,0,127,0,127,0,127,10,17,0,127
1400000US25017316102,25017316102,"Census Tract 3161.02, Middlesex County, Massachusetts",262,94,20,25,20,25,0,127,10,16,0,127,10,18,0,127,0,127,0,127,120,63,120,63,12,18,39,38,44,54,14,22,0,127,11,17,0,127,10,17,10,17,0,127,0,127,0,127,0,127,0,127,10,17,0,127,112,75,112,75,0,127,0,127,0,127,0,127,10,17,102,74,0,127
1400000US25017316201,25017316201,"Census Tract 3162.01, Middlesex County, Massachusetts",50,51,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,50,51,42,48,0,127,0,127,0,127,0,127,8,14,34,46,8,12
1400000US25017316202,25017316202,"Census Tract 3162.02, Middlesex County, Massachusetts",19,20,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,19,20,19,20,0,127,0,127,0,127,9,13,10,16,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127
1400000US25017316300,25017316300,"Census Tract 3163, Middlesex County, Massachusetts",788,161,53,68,53,68,0,127,0,127,0,127,0,127,53,68,0,127,0,127,187,100,187,100,0,127,0,127,12,22,0,127,84,69,91,71,0,127,503,146,490,146,0,127,0,127,15,25,12,18,54,62,409,131,13,20,45,46,45,46,0,127,0,127,0,127,0,127,0,127,45,46,0,127
1400000US25017316400,25017316400,"Census Tract 3164, Middlesex County, Massachusetts",99,53,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,21,20,21,20,0,127,0,127,0,127,7,11,8,12,6,12,0,127,15,17,15,17,0,127,0,127,0,127,0,127,7,12,8,12,0,127,63,46,54,45,0,127,0,127,0,127,0,127,0,127,54,45,9,14
1400000US25017316500,25017316500,"Census Tract 3165, Middlesex County, Massachusetts",437,104,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,151,68,151,68,0,127,14,24,0,127,15,26,32,37,90,44,0,127,200,96,200,96,0,127,0,127,0,127,15,24,54,65,131,77,0,127,86,53,70,46,0,127,0,127,16,26,0,127,0,127,54,40,16,24
1400000US25017317101,25017317101,"Census Tract 3171.01, Middlesex County, Massachusetts",714,172,85,85,85,85,0,127,30,50,0,127,0,127,45,67,10,16,0,127,280,125,280,125,0,127,20,23,22,24,20,22,44,37,174,117,0,127,288,115,278,115,0,127,0,127,10,15,43,53,102,126,123,98,10,16,61,52,21,34,0,127,0,127,0,127,0,127,0,127,21,34,40,39
1400000US25017317102,25017317102,"Census Tract 3171.02, Middlesex County, Massachusetts",412,101,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,77,55,77,55,0,127,0,127,0,127,28,44,10,15,39,39,0,127,205,96,196,93,0,127,0,127,19,21,0,127,8,13,169,93,9,14,130,84,112,81,0,127,0,127,0,127,10,17,0,127,102,80,18,18
1400000US25017317103,25017317103,"Census Tract 3171.03, Middlesex County, Massachusetts",9,14,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,9,14,0,127,0,127,0,127,0,127,0,127,0,127,0,127,9,14
1400000US25017317201,25017317201,"Census Tract 3172.01, Middlesex County, Massachusetts",13,20,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,13,20,13,20,0,127,0,127,0,127,0,127,13,20,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127
1400000US25017317202,25017317202,"Census Tract 3172.02, Middlesex County, Massachusetts",9,15,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,0,127,9,15,9,15,0,127,0,127,0,127,0,127,0,127,9,15,0,127
1400000US25017317203,25017317203,"Census Tract 3172.03, Middlesex County, Massachusetts",214,58,48,41,48,41,0,127,0,127,0,127,0,127,23,38,25,40,0,127,128,42,120,43,0,127,21,20,21,17,7,11,54,44,17,19,8,12,8,13,8,13,0,127,0,127,0,127,0,127,0,127,8,13,0,127,30,22,18,19,0,127,0,127,0,127,0,127,0,127,18,19,12,19
1400000US25017317300,25017317300,"Census Tract 3173, Middlesex County, Massachusetts",675,164,62,80,62,80,0,127,0,127,0,127,0,127,14,23,48,77,0,127,174,65,174,65,0,127,49,44,20,30,34,28,31,35,40,31,0,127,390,152,348,134,0,127,0,127,46,73,16,26,26,30,260,124,42,63,49,37,49,37,0,127,15,24,0,127,16,27,0,127,18,26,0,127
