GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37
1400000US25017312200,25017312200,"Census Tract 3122, Middlesex County, Massachusetts",656,118,6,10,6,10,0,12,0,12,0,12,0,12,6,10,0,12,0,12,225,75,225,75,0,12,0,12,0,12,5,10,94,51,126,55,0,12,162,88,162,88,0,12,0,12,10,14,8,14,53,53,91,62,0,12,263,103,263,103,0,12,0,12,0,12,15,25,7,13,241,107,0,12
1400000US25017312300,25017312300,"Census Tract 3123, Middlesex County, Massachusetts",870,191,12,21,12,21,0,17,0,17,0,17,0,17,0,17,12,21,0,17,195,116,195,116,0,17,0,17,14,23,76,69,77,85,28,33,0,17,483,166,483,166,0,17,0,17,0,17,0,17,33,38,450,166,0,17,180,92,180,92,0,17,0,17,0,17,0,17,13,23,167,88,0,17
1400000US25017312400,25017312400,"Census Tract 3124, Middlesex County, Massachusetts",747,80,38,44,38,44,0,12,0,12,26,41,0,12,0,12,12,19,0,12,307,75,307,75,4,7,79,37,78,37,50,40,46,47,50,32,0,12,179,69,179,69,19,31,4,7,11,18,0,12,38,27,107,59,0,12,223,71,209,73,15,23,0,12,0,12,4,7,33,38,157,51,14,16
1400000US25017312501,25017312501,"Census Tract 3125.01, Middlesex County, Massachusetts",422,115,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,102,58,96,57,0,12,0,12,7,12,0,12,77,54,12,14,6,10,174,81,174,81,0,12,0,12,0,12,12,17,35,28,127,73,0,12,146,63,146,63,0,12,0,12,0,12,0,12,0,12,146,63,0,12
1400000US25017312502,25017312502,"Census Tract 3125.02, Middlesex County, Massachusetts",364,102,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,200,78,200,78,0,12,0,12,27,20,49,47,101,65,23,26,0,12,126,71,126,71,0,12,0,12,0,12,0,12,8,13,118,70,0,12,38,36,38,36,0,12,0,12,20,31,0,12,0,12,18,21,0,12
1400000US25017313101,25017313101,"Census Tract 3131.01, Middlesex County, Massachusetts",197,71,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,61,28,61,28,0,17,0,17,26,21,17,20,18,30,0,17,0,17,70,44,70,44,0,17,0,17,0,17,0,17,18,27,52,36,0,17,66,51,66,51,0,17,0,17,0,17,0,17,0,17,66,51,0,17
1400000US25017313102,25017313102,"Census Tract 3131.02, Middlesex County, Massachusetts",369,128,39,61,39,61,0,17,0,17,0,17,0,17,39,61,0,17,0,17,128,101,83,59,16,25,0,17,13,22,0,17,15,19,39,57,45,69,112,88,103,88,0,17,0,17,0,17,0,17,0,17,103,88,9,14,90,66,73,62,0,17,0,17,11,17,37,51,12,19,13,21,17,27
1400000US25017314101,25017314101,"Census Tract 3141.01, Middlesex County, Massachusetts",457,130,14,22,14,22,0,17,0,17,0,17,14,22,0,17,0,17,0,17,14,22,14,22,0,17,0,17,0,17,0,17,14,22,0,17,0,17,333,112,333,112,0,17,0,17,0,17,0,17,30,24,303,110,0,17,96,84,96,84,0,17,0,17,0,17,0,17,0,17,96,84,0,17
1400000US25017314102,25017314102,"Census Tract 3141.02, Middlesex County, Massachusetts",582,185,25,29,25,29,0,17,12,20,0,17,13,20,0,17,0,17,0,17,77,44,77,44,0,17,25,23,24,28,13,20,0,17,15,23,0,17,297,122,283,120,0,17,11,21,0,17,0,17,28,31,244,126,14,23,183,133,170,131,0,17,0,17,0,17,0,17,19,30,151,126,13,21
1400000US25017314200,25017314200,"Census Tract 3142, Middlesex County, Massachusetts",484,163,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,91,78,91,78,0,17,0,17,43,67,15,23,18,30,15,24,0,17,224,142,224,142,0,17,0,17,49,73,33,37,0,17,142,122,0,17,169,111,134,104,0,17,0,17,0,17,0,17,30,32,104,101,35,40
1400000US25017314301,25017314301,"Census Tract 3143.01, Middlesex County, Massachusetts",644,172,15,22,0,17,0,17,0,17,0,17,0,17,0,17,0,17,15,22,131,90,117,88,0,17,15,24,13,22,0,17,32,36,57,74,14,22,478,165,478,165,11,18,0,17,0,17,0,17,45,56,422,159,0,17,20,24,20,24,0,17,0,17,9,15,0,17,0,17,11,21,0,17
1400000US25017314302,25017314302,"Census Tract 3143.02, Middlesex County, Massachusetts",82,50,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,9,6,9,0,12,0,12,0,12,0,12,0,12,6,9,0,12,21,24,21,24,0,12,0,12,0,12,0,12,0,12,21,24,0,12,55,44,55,44,0,12,0,12,0,12,0,12,0,12,55,44,0,12
1400000US25017315100,25017315100,"Census Tract 3151, Middlesex County, Massachusetts",380,89,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,254,79,254,79,0,17,0,17,0,17,0,17,46,57,208,91,0,17,83,43,83,43,0,17,0,17,0,17,0,17,12,20,71,48,0,17,43,38,26,27,0,17,0,17,0,17,0,17,0,17,26,27,17,27
1400000US25017315200,25017315200,"Census Tract 3152, Middlesex County, Massachusetts",709,146,24,22,24,22,0,17,0,17,0,17,0,17,0,17,24,22,0,17,126,75,126,75,0,17,0,17,15,23,0,17,0,17,111,64,0,17,354,124,339,122,0,17,0,17,0,17,0,17,17,28,322,119,15,24,205,109,205,109,0,17,0,17,0,17,39,62,15,25,151,87,0,17
1400000US25017315401,25017315401,"Census Tract 3154.01, Middlesex County, Massachusetts",371,98,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,175,38,175,38,0,12,20,22,88,43,24,25,32,30,11,18,0,12,107,78,107,78,0,12,0,12,0,12,0,12,0,12,107,78,0,12,89,60,75,55,0,12,33,51,0,12,0,12,0,12,42,32,14,22
1400000US25017315402,25017315402,"Census Tract 3154.02, Middlesex County, Massachusetts",36,27,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,36,27,36,27,0,12,0,12,0,12,0,12,5,8,31,26,0,12
1400000US25017315403,25017315403,"Census Tract 3154.03, Middlesex County, Massachusetts",43,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,24,28,24,28,0,12,0,12,0,12,0,12,0,12,24,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,23,19,23,0,12,0,12,0,12,0,12,0,12,19,23,0,12
1400000US25017315500,25017315500,"Census Tract 3155, Middlesex County, Massachusetts",137,72,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,11,19,11,19,0,17,0,17,0,17,0,17,11,19,0,17,0,17,62,45,37,44,0,17,0,17,0,17,0,17,0,17,37,44,25,38,64,48,54,49,0,17,0,17,0,17,0,17,0,17,54,49,10,20
1400000US25017316101,25017316101,"Census Tract 3161.01, Middlesex County, Massachusetts",113,65,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,51,59,51,59,0,17,0,17,0,17,37,57,0,17,14,22,0,17,62,39,46,34,0,17,0,17,0,17,11,19,0,17,35,30,16,19
1400000US25017316102,25017316102,"Census Tract 3161.02, Middlesex County, Massachusetts",507,148,34,32,34,32,0,17,0,17,21,23,0,17,13,21,0,17,0,17,161,73,150,73,0,17,0,17,80,70,24,28,21,25,25,31,11,18,115,104,104,103,0,17,0,17,0,17,0,17,32,51,72,77,11,18,197,105,179,103,0,17,0,17,0,17,41,43,30,50,108,76,18,28
1400000US25017316201,25017316201,"Census Tract 3162.01, Middlesex County, Massachusetts",44,35,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,13,28,31,13,19,0,12,0,12,0,12,0,12,0,12,13,19,15,25,8,12,8,12,0,12,0,12,0,12,0,12,0,12,8,12,0,12
1400000US25017316202,25017316202,"Census Tract 3162.02, Middlesex County, Massachusetts",53,35,18,29,18,29,0,12,0,12,0,12,0,12,0,12,18,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,35,24,35,24,0,12,0,12,0,12,0,12,7,11,28,21,0,12
1400000US25017316300,25017316300,"Census Tract 3163, Middlesex County, Massachusetts",1236,179,25,30,25,30,0,17,0,17,0,17,0,17,25,30,0,17,0,17,353,140,339,138,0,17,15,24,0,17,14,22,13,21,297,131,14,23,809,221,809,221,0,17,0,17,0,17,0,17,41,66,768,215,0,17,49,46,49,46,0,17,0,17,0,17,0,17,0,17,49,46,0,17
1400000US25017316400,25017316400,"Census Tract 3164, Middlesex County, Massachusetts",111,67,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,6,12,6,12,0,17,0,17,0,17,0,17,6,12,0,17,0,17,105,66,95,61,0,17,0,17,0,17,0,17,0,17,95,61,10,15
1400000US25017316500,25017316500,"Census Tract 3165, Middlesex County, Massachusetts",439,118,14,21,14,21,0,17,0,17,0,17,14,21,0,17,0,17,0,17,180,108,180,108,0,17,0,17,0,17,0,17,65,68,115,95,0,17,138,78,138,78,0,17,0,17,0,17,0,17,13,21,125,76,0,17,107,69,98,66,0,17,0,17,8,13,0,17,0,17,90,65,9,16
1400000US25017317101,25017317101,"Census Tract 3171.01, Middlesex County, Massachusetts",603,155,117,108,117,108,0,17,43,63,0,17,0,17,58,90,16,25,0,17,294,101,294,101,0,17,50,39,19,31,8,14,39,44,178,84,0,17,173,88,173,88,0,17,18,29,8,14,14,23,15,23,118,79,0,17,19,30,19,30,0,17,0,17,0,17,0,17,19,30,0,17,0,17
1400000US25017317102,25017317102,"Census Tract 3171.02, Middlesex County, Massachusetts",437,99,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,55,46,55,46,0,12,0,12,0,12,0,12,24,37,31,30,0,12,238,88,238,88,8,13,0,12,23,36,0,12,12,19,195,88,0,12,144,72,144,72,0,12,0,12,0,12,28,42,0,12,116,65,0,12
1400000US25017317103,25017317103,"Census Tract 3171.03, Middlesex County, Massachusetts",54,45,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,30,45,30,45,0,12,0,12,0,12,0,12,0,12,30,45,0,12,24,24,16,19,0,12,0,12,0,12,0,12,0,12,16,19,8,13
1400000US25017317201,25017317201,"Census Tract 3172.01, Middlesex County, Massachusetts",18,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,20,11,16,0,12,0,12,0,12,0,12,0,12,11,16,7,12
1400000US25017317202,25017317202,"Census Tract 3172.02, Middlesex County, Massachusetts",69,47,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,47,33,35,28,0,12,0,12,0,12,0,12,0,12,35,28,12,18,22,33,22,33,0,12,0,12,0,12,0,12,0,12,22,33,0,12
1400000US25017317203,25017317203,"Census Tract 3172.03, Middlesex County, Massachusetts",246,71,49,38,49,38,0,12,0,12,24,40,0,12,0,12,25,41,0,12,86,44,76,42,7,11,0,12,26,21,13,15,15,17,15,22,10,15,71,45,71,45,0,12,0,12,0,12,7,11,22,20,42,43,0,12,40,33,40,33,0,12,8,13,0,12,0,12,0,12,32,31,0,12
1400000US25017317301,25017317301,"Census Tract 3173.01, Middlesex County, Massachusetts",445,103,79,66,79,66,0,12,22,37,24,39,0,12,0,12,33,40,0,12,203,99,203,99,0,12,0,12,17,19,0,12,59,60,127,85,0,12,107,75,107,75,0,12,0,12,0,12,0,12,0,12,107,75,0,12,56,53,56,53,0,12,0,12,0,12,0,12,0,12,56,53,0,12
1400000US25017317302,25017317302,"Census Tract 3173.02, Middlesex County, Massachusetts",546,175,42,66,42,66,0,17,0,17,0,17,42,66,0,17,0,17,0,17,295,125,218,82,0,17,61,44,37,42,76,55,15,23,29,34,77,94,179,110,179,110,0,17,0,17,0,17,0,17,0,17,179,110,0,17,30,33,30,33,0,17,0,17,0,17,17,26,0,17,13,19,0,17
1400000US25017318100,25017318100,"Census Tract 3181, Middlesex County, Massachusetts",26,29,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,26,29,26,29,0,17,0,17,0,17,0,17,0,17,26,29,0,17
1400000US25017318200,25017318200,"Census Tract 3182, Middlesex County, Massachusetts",236,80,6,9,6,9,0,12,0,12,0,12,0,12,0,12,6,9,0,12,48,41,41,40,0,12,0,12,0,12,0,12,8,13,33,38,7,10,51,36,51,36,14,21,0,12,8,13,0,12,7,11,22,20,0,12,131,61,131,61,0,12,0,12,0,12,19,20,7,13,105,55,0,12
