GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24
1400000US25017310602,25017310602,"Census Tract 3106.02, Middlesex County, Massachusetts",843,183,829,181,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,58,65,29,34,80,78,76,52,254,130,184,104,88,87,60,69,14,24
1400000US25017310700,25017310700,"Census Tract 3107, Middlesex County, Massachusetts",1117,131,1117,131,0,17,0,17,0,17,9,14,18,20,21,33,75,65,9,14,47,46,21,23,9,14,16,24,26,25,67,41,42,37,109,74,110,78,254,96,133,44,151,77,0,17,0,17
1400000US25017311100,25017311100,"Census Tract 3111, Middlesex County, Massachusetts",705,58,705,58,14,17,0,12,7,11,0,12,9,13,0,12,4,6,13,15,14,21,0,12,0,12,20,20,0,12,18,18,30,29,45,38,70,39,265,68,142,59,54,43,0,12,0,12
1400000US25017311200,25017311200,"Census Tract 3112, Middlesex County, Massachusetts",727,103,718,106,0,12,18,26,0,12,0,12,0,12,0,12,0,12,0,12,14,21,79,55,83,60,0,12,40,39,18,25,26,33,86,57,91,65,164,79,70,56,7,11,22,35,9,14
1400000US25017311300,25017311300,"Census Tract 3113, Middlesex County, Massachusetts",796,115,787,119,0,12,0,12,0,12,30,47,0,12,4,7,0,12,0,12,0,12,0,12,0,12,22,35,26,24,21,24,68,63,102,70,231,88,148,74,50,45,85,50,0,12,9,13
1400000US25017311400,25017311400,"Census Tract 3114, Middlesex County, Massachusetts",1690,198,1665,194,0,17,0,17,0,17,0,17,0,17,0,17,107,103,0,17,0,17,0,17,91,100,11,17,10,16,0,17,50,42,182,120,246,137,766,227,128,88,74,52,0,17,25,39
1400000US25017311500,25017311500,"Census Tract 3115, Middlesex County, Massachusetts",451,107,437,108,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,18,11,17,0,12,0,12,0,12,8,11,5,10,17,18,70,38,10,15,187,89,33,28,79,66,5,10,14,19
1400000US25017311600,25017311600,"Census Tract 3116, Middlesex County, Massachusetts",556,114,537,114,0,17,0,17,14,21,17,21,0,17,0,17,6,15,12,20,11,17,11,16,0,17,35,42,35,54,14,21,10,15,28,25,57,47,154,90,48,33,85,71,0,17,19,21
1400000US25017311700,25017311700,"Census Tract 3117, Middlesex County, Massachusetts",881,132,881,132,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,17,24,38,0,12,0,12,0,12,40,48,21,24,52,58,71,61,123,66,212,97,155,65,156,93,16,17,0,12
1400000US25017311800,25017311800,"Census Tract 3118, Middlesex County, Massachusetts",651,93,651,93,0,12,0,12,14,22,24,37,0,12,0,12,0,12,18,21,14,23,12,20,8,13,21,26,11,22,54,47,42,46,72,50,75,57,150,76,111,65,25,39,0,12,0,12
1400000US25017311900,25017311900,"Census Tract 3119, Middlesex County, Massachusetts",896,102,872,109,0,12,0,12,0,12,110,48,68,45,51,38,47,46,28,33,15,18,58,65,75,57,0,12,40,33,25,24,8,13,105,61,18,20,159,73,65,50,0,12,0,12,24,30
1400000US25017312000,25017312000,"Census Tract 3120, Middlesex County, Massachusetts",711,84,696,92,0,12,0,12,0,12,9,15,8,12,19,25,12,16,0,12,0,12,0,12,22,24,4,6,48,32,33,27,45,30,55,57,86,45,151,66,187,76,17,24,0,12,15,23
1400000US25017312100,25017312100,"Census Tract 3121, Middlesex County, Massachusetts",757,116,741,115,0,12,0,12,7,11,28,25,40,61,33,27,13,15,8,12,7,14,0,12,6,10,28,33,51,38,32,38,21,26,25,28,96,80,198,78,47,47,94,60,7,11,16,18
1400000US25017312200,25017312200,"Census Tract 3122, Middlesex County, Massachusetts",656,118,656,118,0,12,0,12,0,12,0,12,0,12,10,14,0,12,0,12,0,12,0,12,8,14,0,12,15,25,5,10,0,12,18,18,142,81,284,116,109,77,52,38,13,20,0,12
1400000US25017312300,25017312300,"Census Tract 3123, Middlesex County, Massachusetts",870,191,870,191,0,17,0,17,0,17,0,17,0,17,0,17,0,17,14,23,0,17,0,17,0,17,0,17,13,21,63,66,0,17,77,85,46,45,389,164,154,151,105,90,9,16,0,17
1400000US25017312400,25017312400,"Census Tract 3124, Middlesex County, Massachusetts",747,80,733,80,23,32,15,23,0,12,41,29,42,26,54,47,20,17,17,15,24,22,25,33,9,10,5,7,0,12,15,24,12,13,21,19,84,61,131,49,105,57,90,51,0,12,14,16
1400000US25017312501,25017312501,"Census Tract 3125.01, Middlesex County, Massachusetts",422,115,416,114,0,12,0,12,0,12,0,12,0,12,7,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,17,6,10,28,23,78,56,102,68,89,42,47,24,47,43,6,10
1400000US25017312502,25017312502,"Census Tract 3125.02, Middlesex County, Massachusetts",364,102,364,102,0,12,0,12,0,12,0,12,0,12,9,14,9,15,29,34,0,12,0,12,9,14,0,12,0,12,40,46,45,54,49,40,15,19,97,69,53,42,9,15,0,12,0,12
1400000US25017313101,25017313101,"Census Tract 3131.01, Middlesex County, Massachusetts",197,71,197,71,0,17,0,17,0,17,0,17,0,17,0,17,15,24,0,17,11,17,0,17,0,17,0,17,17,20,0,17,0,17,18,30,18,27,40,32,44,44,12,18,22,21,0,17
1400000US25017313102,25017313102,"Census Tract 3131.02, Middlesex County, Massachusetts",369,128,298,122,0,17,0,17,16,25,0,17,0,17,24,28,0,17,0,17,0,17,37,51,0,17,0,17,0,17,0,17,0,17,58,58,8,14,93,79,18,30,0,17,44,55,71,73
1400000US25017314101,25017314101,"Census Tract 3141.01, Middlesex County, Massachusetts",457,130,457,130,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,14,22,15,24,14,22,15,24,263,129,83,71,43,49,10,16,0,17
1400000US25017314102,25017314102,"Census Tract 3141.02, Middlesex County, Massachusetts",582,185,555,179,0,17,0,17,0,17,0,17,48,38,13,22,11,19,0,17,0,17,0,17,13,20,0,17,0,17,13,20,0,17,0,17,47,41,132,91,136,100,142,113,0,17,27,37
1400000US25017314200,25017314200,"Census Tract 3142, Middlesex County, Massachusetts",484,163,449,160,0,17,0,17,0,17,0,17,0,17,43,67,0,17,49,73,0,17,15,23,0,17,16,25,0,17,17,26,0,17,48,44,0,17,50,49,87,85,118,110,6,11,35,40
1400000US25017314301,25017314301,"Census Tract 3143.01, Middlesex County, Massachusetts",644,172,615,169,0,17,0,17,11,18,0,17,15,24,0,17,0,17,9,15,13,22,0,17,0,17,0,17,0,17,0,17,0,17,32,36,45,56,316,140,91,68,83,91,0,17,29,31
1400000US25017314302,25017314302,"Census Tract 3143.02, Middlesex County, Massachusetts",82,50,82,50,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,24,21,25,11,12,34,38,0,12
1400000US25017315100,25017315100,"Census Tract 3151, Middlesex County, Massachusetts",380,89,363,82,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,58,61,0,17,12,20,79,56,167,86,47,43,17,27
1400000US25017315200,25017315200,"Census Tract 3152, Middlesex County, Massachusetts",709,146,694,143,0,17,0,17,0,17,0,17,0,17,0,17,15,23,0,17,0,17,0,17,0,17,0,17,39,62,0,17,0,17,0,17,32,37,32,36,177,98,352,123,47,40,15,24
1400000US25017315401,25017315401,"Census Tract 3154.01, Middlesex County, Massachusetts",371,98,357,94,0,12,0,12,0,12,0,12,53,55,10,15,12,19,55,39,11,16,0,12,13,19,11,17,0,12,0,12,0,12,32,30,0,12,9,14,48,58,88,58,15,21,14,22
1400000US25017315402,25017315402,"Census Tract 3154.02, Middlesex County, Massachusetts",36,27,36,27,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,8,0,12,5,8,0,12,19,22,7,11,0,12
1400000US25017315403,25017315403,"Census Tract 3154.03, Middlesex County, Massachusetts",43,36,43,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,36,34,7,12,0,12,0,12
1400000US25017315500,25017315500,"Census Tract 3155, Middlesex County, Massachusetts",137,72,102,73,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,11,19,28,34,17,27,46,45,0,17,35,43
1400000US25017316101,25017316101,"Census Tract 3161.01, Middlesex County, Massachusetts",113,65,97,67,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,11,19,0,17,0,17,37,57,0,17,0,17,0,17,0,17,25,26,24,26,0,17,16,19
1400000US25017316102,25017316102,"Census Tract 3161.02, Middlesex County, Massachusetts",507,148,467,147,0,17,0,17,0,17,0,17,0,17,11,19,13,21,77,71,0,17,0,17,0,17,43,42,0,17,22,32,0,17,64,59,32,51,35,55,125,87,45,56,0,17,40,37
1400000US25017316201,25017316201,"Census Tract 3162.01, Middlesex County, Massachusetts",44,35,21,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,12,13,19,23,29
1400000US25017316202,25017316202,"Census Tract 3162.02, Middlesex County, Massachusetts",53,35,53,35,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,11,0,12,30,31,8,12,8,12,0,12
1400000US25017316300,25017316300,"Census Tract 3163, Middlesex County, Massachusetts",1236,179,1222,183,0,17,0,17,0,17,15,24,0,17,0,17,0,17,0,17,0,17,0,17,0,17,14,22,0,17,0,17,10,18,0,17,69,62,298,112,395,149,172,86,249,94,14,23
1400000US25017316400,25017316400,"Census Tract 3164, Middlesex County, Massachusetts",111,67,101,62,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,6,12,0,17,10,16,65,56,20,22,10,15
1400000US25017316500,25017316500,"Census Tract 3165, Middlesex County, Massachusetts",439,118,430,116,0,17,0,17,0,17,0,17,0,17,8,13,0,17,0,17,0,17,0,17,0,17,0,17,0,17,14,21,0,17,28,35,50,76,180,102,89,59,26,31,35,41,9,16
1400000US25017317101,25017317101,"Census Tract 3171.01, Middlesex County, Massachusetts",603,155,603,155,0,17,0,17,0,17,61,72,50,46,19,31,0,17,0,17,8,14,0,17,0,17,8,14,0,17,14,23,15,23,40,44,76,93,201,95,25,38,47,38,39,45,0,17
1400000US25017317102,25017317102,"Census Tract 3171.02, Middlesex County, Massachusetts",437,99,437,99,0,12,0,12,8,13,0,12,0,12,0,12,23,36,0,12,0,12,28,42,0,12,0,12,0,12,0,12,24,37,12,19,0,12,78,65,160,81,18,21,86,61,0,12
1400000US25017317103,25017317103,"Census Tract 3171.03, Middlesex County, Massachusetts",54,45,46,42,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,30,45,9,15,7,12,8,13
1400000US25017317201,25017317201,"Census Tract 3172.01, Middlesex County, Massachusetts",18,20,11,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,16,7,12
1400000US25017317202,25017317202,"Census Tract 3172.02, Middlesex County, Massachusetts",69,47,57,44,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,16,13,20,30,35,0,12,12,18
1400000US25017317203,25017317203,"Census Tract 3172.03, Middlesex County, Massachusetts",246,71,236,71,0,12,7,11,0,12,0,12,8,13,40,44,10,14,0,12,0,12,0,12,0,12,0,12,13,15,7,11,8,13,8,14,21,19,55,51,9,14,25,22,25,41,10,15
1400000US25017317301,25017317301,"Census Tract 3173.01, Middlesex County, Massachusetts",445,103,445,103,0,12,0,12,0,12,0,12,22,37,9,13,24,39,0,12,8,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,59,60,127,87,78,55,118,73,0,12,0,12
1400000US25017317302,25017317302,"Census Tract 3173.02, Middlesex County, Massachusetts",546,175,469,152,0,17,0,17,0,17,0,17,61,44,18,28,0,17,19,31,0,17,20,32,36,40,63,74,16,27,0,17,0,17,0,17,15,23,131,95,40,45,50,46,0,17,77,94
1400000US25017318100,25017318100,"Census Tract 3181, Middlesex County, Massachusetts",26,29,26,29,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,12,19,14,22,0,17,0,17
1400000US25017318200,25017318200,"Census Tract 3182, Middlesex County, Massachusetts",236,80,229,80,0,12,0,12,14,21,0,12,0,12,8,13,0,12,0,12,0,12,0,12,11,16,0,12,0,12,8,13,0,12,14,17,8,13,6,10,76,52,61,47,23,21,7,10
1400000US25017318300,25017318300,"Census Tract 3183, Middlesex County, Massachusetts",111,85,111,85,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,26,22,0,17,47,70,38,39,0,17
1400000US25017318400,25017318400,"Census Tract 3184, Middlesex County, Massachusetts",263,66,263,66,0,12,32,51,0,12,18,20,0,12,11,17,0,12,11,18,0,12,0,12,20,18,0,12,0,12,0,12,0,12,18,30,0,12,52,51,0,12,59,60,42,49,0,12
1400000US25017320102,25017320102,"Census Tract 3201.02, Middlesex County, Massachusetts",175,98,168,98,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,11,17,10,15,35,39,12,18,90,77,10,15,7,13
1400000US25017320103,25017320103,"Census Tract 3201.03, Middlesex County, Massachusetts",215,94,215,94,0,12,0,12,0,12,0,12,0,12,7,11,25,29,65,73,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,36,33,27,29,27,35,15,23,13,19,0,12
1400000US25017320104,25017320104,"Census Tract 3201.04, Middlesex County, Massachusetts",340,122,340,122,0,17,0,17,0,17,14,21,14,23,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,13,22,23,35,30,34,75,90,82,48,89,80,0,17
1400000US25017321100,25017321100,"Census Tract 3211, Middlesex County, Massachusetts",1050,206,1017,204,0,17,0,17,0,17,0,17,0,17,0,17,12,20,18,30,0,17,0,17,0,17,0,17,79,99,18,29,0,17,76,98,71,58,276,136,168,91,169,130,130,77,33,36
1400000US25017321200,25017321200,"Census Tract 3212, Middlesex County, Massachusetts",1140,192,1092,207,0,17,0,17,0,17,0,17,14,25,0,17,0,17,0,17,15,26,0,17,0,17,0,17,0,17,73,94,15,26,124,109,47,40,348,165,246,140,124,97,86,62,48,76
1400000US25017321300,25017321300,"Census Tract 3213, Middlesex County, Massachusetts",1867,244,1867,244,0,17,0,17,0,17,0,17,75,79,50,47,16,25,77,65,50,38,54,62,0,17,52,46,72,77,218,132,142,110,82,61,137,97,387,166,318,155,95,90,42,47,0,17
1400000US25017321400,25017321400,"Census Tract 3214, Middlesex County, Massachusetts",335,72,322,70,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,20,7,12,43,38,226,74,28,25,13,17
1400000US25017321500,25017321500,"Census Tract 3215, Middlesex County, Massachusetts",1342,215,1276,205,0,17,0,17,0,17,0,17,0,17,0,17,0,17,20,32,11,19,0,17,0,17,0,17,0,17,17,29,19,31,78,72,202,117,393,195,199,131,232,154,105,89,66,92
1400000US25017321600,25017321600,"Census Tract 3216, Middlesex County, Massachusetts",1212,191,1183,194,0,17,0,17,45,53,0,17,17,27,19,32,46,72,0,17,0,17,19,30,0,17,0,17,15,23,0,17,16,25,82,101,95,99,474,173,328,115,0,17,27,27,29,33
1400000US25017322100,25017322100,"Census Tract 3221, Middlesex County, Massachusetts",64,36,64,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,25,26,21,21,18,21,0,12
1400000US25017322200,25017322200,"Census Tract 3222, Middlesex County, Massachusetts",457,97,457,97,0,12,0,12,0,12,0,12,26,29,0,12,9,14,10,17,16,24,0,12,0,12,8,12,0,12,0,12,0,12,0,12,71,69,185,90,58,55,64,43,10,16,0,12
1400000US25017322300,25017322300,"Census Tract 3223, Middlesex County, Massachusetts",817,138,792,136,15,25,0,17,25,30,28,45,20,23,13,22,52,48,8,15,15,23,12,18,12,19,12,20,0,17,52,63,13,21,55,59,51,63,113,80,173,93,96,80,27,41,25,28
1400000US25017322400,25017322400,"Census Tract 3224, Middlesex County, Massachusetts",561,113,529,110,0,12,0,12,0,12,24,37,0,12,7,11,0,12,0,12,0,12,0,12,0,12,7,10,0,12,0,12,8,14,98,69,16,19,97,61,164,69,101,73,7,12,32,26
1400000US25017323100,25017323100,"Census Tract 3231, Middlesex County, Massachusetts",193,77,159,64,0,17,0,17,0,17,16,27,0,17,0,17,0,17,0,17,27,23,0,17,0,17,0,17,0,17,0,17,0,17,15,24,0,17,0,17,42,38,47,48,12,19,34,37
1400000US25017324101,25017324101,"Census Tract 3241.01, Middlesex County, Massachusetts",205,88,179,68,0,12,0,12,0,12,18,22,0,12,0,12,0,12,6,11,47,52,0,12,8,13,0,12,10,14,0,12,0,12,22,27,0,12,0,12,21,22,31,29,16,25,26,41
1400000US25017324102,25017324102,"Census Tract 3241.02, Middlesex County, Massachusetts",320,88,296,82,0,12,0,12,0,12,8,14,0,12,13,20,19,29,12,18,11,17,37,39,0,12,0,12,0,12,0,12,0,12,0,12,11,19,0,12,68,58,109,74,8,14,24,27
1400000US25017325100,25017325100,"Census Tract 3251, Middlesex County, Massachusetts",1311,218,1299,214,0,17,0,17,0,17,0,17,67,72,32,38,0,17,51,38,5,9,52,44,25,29,23,29,102,97,41,40,59,57,160,92,171,109,334,159,57,46,98,89,22,24,12,19
1400000US25017326101,25017326101,"Census Tract 3261.01, Middlesex County, Massachusetts",262,87,235,84,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,26,24,32,35,9,14,25,41,77,52,48,33,18,21,27,23
1400000US25017326102,25017326102,"Census Tract 3261.02, Middlesex County, Massachusetts",352,119,318,116,0,17,0,17,0,17,20,30,0,17,0,17,0,17,39,43,0,17,19,30,0,17,0,17,10,17,21,32,0,17,9,16,0,17,82,67,44,42,17,27,57,56,34,39
1400000US25017327101,25017327101,"Census Tract 3271.01, Middlesex County, Massachusetts",59,60,55,60,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,55,60,0,12,0,12,0,12,4,8
1400000US25017327102,25017327102,"Census Tract 3271.02, Middlesex County, Massachusetts",625,118,617,119,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,10,13,19,18,22,15,17,41,46,45,54,165,85,171,84,106,73,36,39,8,12
1400000US25017327103,25017327103,"Census Tract 3271.03, Middlesex County, Massachusetts",335,83,314,88,0,12,0,12,9,16,0,12,0,12,31,29,18,21,37,47,0,12,0,12,0,12,16,19,7,12,7,11,0,12,16,20,0,12,127,77,15,22,15,17,16,18,21,34
1400000US25017328100,25017328100,"Census Tract 3281, Middlesex County, Massachusetts",48,34,48,34,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,14,4,7,6,9,18,26,0,12,6,8,0,12
1400000US25017330100,25017330100,"Census Tract 3301, Middlesex County, Massachusetts",156,87,123,75,0,17,0,17,0,17,0,17,31,24,0,17,0,17,15,26,0,17,0,17,0,17,0,17,10,17,0,17,0,17,0,17,0,17,0,17,0,17,25,31,42,67,33,39
1400000US25017330200,25017330200,"Census Tract 3302, Middlesex County, Massachusetts",625,146,625,146,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,15,27,47,75,0,17,28,23,60,73,73,75,140,90,212,77,50,46,0,17
1400000US25017331101,25017331101,"Census Tract 3311.01, Middlesex County, Massachusetts",272,48,265,47,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,29,44,0,12,0,12,0,12,11,17,38,36,10,16,120,54,57,55,7,12
1400000US25017331102,25017331102,"Census Tract 3311.02, Middlesex County, Massachusetts",445,132,428,136,0,17,0,17,0,17,0,17,0,17,0,17,0,17,19,30,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,12,21,94,85,71,83,160,109,72,59,17,26
1400000US25017331200,25017331200,"Census Tract 3312, Middlesex County, Massachusetts",216,53,216,53,0,17,0,17,0,17,0,17,12,18,0,17,0,17,0,17,0,17,11,17,0,17,0,17,0,17,0,17,0,17,11,17,0,17,54,47,8,12,100,42,20,23,0,17
1400000US25017331300,25017331300,"Census Tract 3313, Middlesex County, Massachusetts",118,76,105,73,0,17,0,17,0,17,0,17,13,22,0,17,16,24,0,17,0,17,14,23,0,17,0,17,0,17,0,17,0,17,0,17,0,17,39,60,0,17,23,38,0,17,13,21
1400000US25017332100,25017332100,"Census Tract 3321, Middlesex County, Massachusetts",99,82,51,62,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,51,62,48,60
1400000US25017332200,25017332200,"Census Tract 3322, Middlesex County, Massachusetts",1587,198,1555,195,0,17,0,17,0,17,33,53,52,61,0,17,34,38,39,38,13,20,16,24,0,17,48,76,0,17,0,17,29,24,0,17,23,37,281,108,174,99,416,133,397,105,32,33
