GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Owner occupied:,Margin of Error; Owner occupied:,Estimate; Owner occupied: - Moved in 2010 or later,Margin of Error; Owner occupied: - Moved in 2010 or later,Estimate; Owner occupied: - Moved in 2000 to 2009,Margin of Error; Owner occupied: - Moved in 2000 to 2009,Estimate; Owner occupied: - Moved in 1990 to 1999,Margin of Error; Owner occupied: - Moved in 1990 to 1999,Estimate; Owner occupied: - Moved in 1980 to 1989,Margin of Error; Owner occupied: - Moved in 1980 to 1989,Estimate; Owner occupied: - Moved in 1970 to 1979,Margin of Error; Owner occupied: - Moved in 1970 to 1979,Estimate; Owner occupied: - Moved in 1969 or earlier,Margin of Error; Owner occupied: - Moved in 1969 or earlier,Estimate; Renter occupied:,Margin of Error; Renter occupied:,Estimate; Renter occupied: - Moved in 2010 or later,Margin of Error; Renter occupied: - Moved in 2010 or later,Estimate; Renter occupied: - Moved in 2000 to 2009,Margin of Error; Renter occupied: - Moved in 2000 to 2009,Estimate; Renter occupied: - Moved in 1990 to 1999,Margin of Error; Renter occupied: - Moved in 1990 to 1999,Estimate; Renter occupied: - Moved in 1980 to 1989,Margin of Error; Renter occupied: - Moved in 1980 to 1989,Estimate; Renter occupied: - Moved in 1970 to 1979,Margin of Error; Renter occupied: - Moved in 1970 to 1979,Estimate; Renter occupied: - Moved in 1969 or earlier,Margin of Error; Renter occupied: - Moved in 1969 or earlier
1400000US25017317101,25017317101,"Census Tract 3171.01, Middlesex County, Massachusetts",2764,126,2161,173,261,100,926,175,368,122,182,88,255,109,169,69,603,155,257,126,279,116,53,44,14,23,0,17,0,17
1400000US25017317102,25017317102,"Census Tract 3171.02, Middlesex County, Massachusetts",1702,52,1265,105,108,55,481,97,304,80,108,56,112,47,152,46,437,99,272,78,114,64,23,36,0,12,0,12,28,42
1400000US25017317103,25017317103,"Census Tract 3171.03, Middlesex County, Massachusetts",1758,64,1704,75,130,59,344,74,559,115,219,75,216,69,236,53,54,45,8,13,39,41,7,12,0,12,0,12,0,12
1400000US25017317201,25017317201,"Census Tract 3172.01, Middlesex County, Massachusetts",976,66,958,69,33,26,319,62,292,65,83,39,83,36,148,42,18,20,11,16,0,12,0,12,0,12,0,12,7,12
1400000US25017317202,25017317202,"Census Tract 3172.02, Middlesex County, Massachusetts",1269,42,1200,59,80,44,404,77,325,68,112,53,116,40,163,44,69,47,13,20,14,16,30,35,0,12,12,18,0,12
1400000US25017317203,25017317203,"Census Tract 3172.03, Middlesex County, Massachusetts",1599,68,1353,83,103,47,471,88,334,70,154,59,146,55,145,59,246,71,63,32,135,52,41,42,0,12,7,11,0,12
1400000US25017317301,25017317301,"Census Tract 3173.01, Middlesex County, Massachusetts",1203,72,758,88,99,56,338,81,126,54,94,50,41,29,60,39,445,103,306,103,139,79,0,12,0,12,0,12,0,12
1400000US25017317302,25017317302,"Census Tract 3173.02, Middlesex County, Massachusetts",2567,96,2021,176,215,108,917,176,513,131,247,78,34,39,95,63,546,175,141,70,359,154,31,35,15,24,0,17,0,17
1400000US25017318100,25017318100,"Census Tract 3181, Middlesex County, Massachusetts",2285,121,2259,129,193,89,842,141,519,135,319,114,208,76,178,74,26,29,14,22,12,19,0,17,0,17,0,17,0,17
1400000US25017318200,25017318200,"Census Tract 3182, Middlesex County, Massachusetts",1412,86,1176,91,189,70,425,87,322,75,99,42,80,35,61,41,236,80,121,59,89,51,15,17,0,12,11,16,0,12
1400000US25017318300,25017318300,"Census Tract 3183, Middlesex County, Massachusetts",2642,78,2531,107,323,130,888,157,849,168,285,99,169,57,17,26,111,85,42,41,69,76,0,17,0,17,0,17,0,17
1400000US25017318400,25017318400,"Census Tract 3184, Middlesex County, Massachusetts",1399,55,1136,71,153,44,362,81,353,73,147,50,83,42,38,30,263,66,132,75,122,72,9,14,0,12,0,12,0,12
1400000US25017320102,25017320102,"Census Tract 3201.02, Middlesex County, Massachusetts",1753,63,1578,104,289,84,556,104,509,94,125,57,56,35,43,26,175,98,64,56,100,71,11,17,0,17,0,17,0,17
1400000US25017320103,25017320103,"Census Tract 3201.03, Middlesex County, Massachusetts",1060,70,845,74,115,68,363,92,216,67,38,29,50,38,63,40,215,94,88,47,117,81,10,17,0,12,0,12,0,12
1400000US25017320104,25017320104,"Census Tract 3201.04, Middlesex County, Massachusetts",2406,103,2066,118,225,94,697,151,708,143,229,88,56,49,151,70,340,122,158,84,118,71,64,77,0,17,0,17,0,17
1400000US25017321100,25017321100,"Census Tract 3211, Middlesex County, Massachusetts",2870,203,1820,197,205,86,703,163,657,170,220,87,0,17,35,39,1050,206,667,181,325,136,38,43,0,17,20,28,0,17
1400000US25017321200,25017321200,"Census Tract 3212, Middlesex County, Massachusetts",2716,169,1576,169,158,97,588,136,452,137,153,90,60,35,165,69,1140,192,472,172,582,209,86,62,0,17,0,17,0,17
1400000US25017321300,25017321300,"Census Tract 3213, Middlesex County, Massachusetts",3186,168,1319,220,131,76,442,120,340,131,165,84,87,58,154,74,1867,244,940,219,769,170,108,84,0,17,0,17,50,63
1400000US25017321400,25017321400,"Census Tract 3214, Middlesex County, Massachusetts",1179,83,844,76,70,65,276,77,157,59,187,72,79,35,75,40,335,72,202,71,128,52,5,8,0,12,0,12,0,12
1400000US25017321500,25017321500,"Census Tract 3215, Middlesex County, Massachusetts",2768,164,1426,179,93,72,512,128,384,129,119,58,137,97,181,68,1342,215,652,203,540,197,95,100,36,52,19,31,0,17
1400000US25017321600,25017321600,"Census Tract 3216, Middlesex County, Massachusetts",3021,145,1809,171,108,60,570,154,435,120,234,117,252,116,210,96,1212,191,476,185,648,196,56,47,15,25,0,17,17,29
1400000US25017322100,25017322100,"Census Tract 3221, Middlesex County, Massachusetts",1759,88,1695,91,100,45,544,92,480,98,193,60,200,76,178,65,64,36,0,12,55,34,0,12,9,14,0,12,0,12
1400000US25017322200,25017322200,"Census Tract 3222, Middlesex County, Massachusetts",1635,72,1178,113,248,64,463,97,235,65,106,52,45,32,81,37,457,97,222,109,193,72,13,19,8,12,0,12,21,25
1400000US25017322300,25017322300,"Census Tract 3223, Middlesex County, Massachusetts",2503,94,1686,145,97,73,625,165,318,117,337,109,140,114,169,76,817,138,267,99,494,146,13,21,21,25,0,17,22,25
1400000US25017322400,25017322400,"Census Tract 3224, Middlesex County, Massachusetts",1760,91,1199,97,132,57,512,105,199,67,102,42,210,74,44,34,561,113,185,79,281,101,52,38,43,42,0,12,0,12
1400000US25017323100,25017323100,"Census Tract 3231, Middlesex County, Massachusetts",2460,104,2267,117,176,87,1098,142,498,115,213,93,175,74,107,52,193,77,47,48,97,50,33,38,0,17,16,26,0,17
1400000US25017324101,25017324101,"Census Tract 3241.01, Middlesex County, Massachusetts",1678,91,1473,92,150,77,443,115,477,105,130,55,113,49,160,72,205,88,131,90,55,33,0,12,19,21,0,12,0,12
1400000US25017324102,25017324102,"Census Tract 3241.02, Middlesex County, Massachusetts",1668,74,1348,82,83,45,460,102,465,92,162,64,109,64,69,42,320,88,115,54,124,58,81,52,0,12,0,12,0,12
1400000US25017325100,25017325100,"Census Tract 3251, Middlesex County, Massachusetts",3229,162,1918,226,217,95,991,190,380,128,130,58,101,59,99,76,1311,218,697,184,521,180,57,69,36,33,0,17,0,17
1400000US25017326101,25017326101,"Census Tract 3261.01, Middlesex County, Massachusetts",1474,93,1212,116,147,58,476,91,427,99,123,84,16,23,23,26,262,87,135,59,82,68,45,35,0,12,0,12,0,12
1400000US25017326102,25017326102,"Census Tract 3261.02, Middlesex County, Massachusetts",2540,109,2188,148,132,75,805,149,570,131,305,121,222,89,154,106,352,119,157,88,129,76,19,30,15,24,12,20,20,33
1400000US25017327101,25017327101,"Census Tract 3271.01, Middlesex County, Massachusetts",1293,68,1234,97,127,71,425,90,349,77,222,67,102,46,9,14,59,60,59,60,0,12,0,12,0,12,0,12,0,12
1400000US25017327102,25017327102,"Census Tract 3271.02, Middlesex County, Massachusetts",1499,83,874,119,51,30,253,82,261,78,107,47,157,61,45,32,625,118,186,69,308,94,118,60,13,19,0,12,0,12
1400000US25017327103,25017327103,"Census Tract 3271.03, Middlesex County, Massachusetts",1411,84,1076,86,38,31,362,80,419,74,184,75,65,39,8,13,335,83,164,84,109,49,32,30,9,14,0,12,21,34
1400000US25017328100,25017328100,"Census Tract 3281, Middlesex County, Massachusetts",1140,52,1092,60,55,37,369,56,256,65,198,55,131,37,83,31,48,34,0,12,36,33,4,7,8,11,0,12,0,12
1400000US25017330100,25017330100,"Census Tract 3301, Middlesex County, Massachusetts",2779,146,2623,167,259,131,780,160,848,169,381,135,172,65,183,64,156,87,24,29,101,85,16,27,15,24,0,17,0,17
1400000US25017330200,25017330200,"Census Tract 3302, Middlesex County, Massachusetts",2645,145,2020,180,152,72,663,130,471,125,293,99,284,73,157,104,625,146,386,146,194,102,45,33,0,17,0,17,0,17
1400000US25017331101,25017331101,"Census Tract 3311.01, Middlesex County, Massachusetts",1146,39,874,66,59,42,308,75,274,72,56,32,64,36,113,45,272,48,176,66,58,54,22,23,0,12,9,15,7,12
1400000US25017331102,25017331102,"Census Tract 3311.02, Middlesex County, Massachusetts",2412,111,1967,159,203,98,446,150,520,144,302,101,205,86,291,99,445,132,253,122,176,114,16,25,0,17,0,17,0,17
1400000US25017331200,25017331200,"Census Tract 3312, Middlesex County, Massachusetts",1753,82,1537,88,126,51,454,100,377,104,291,82,171,59,118,50,216,53,107,50,94,47,8,12,7,12,0,17,0,17
1400000US25017331300,25017331300,"Census Tract 3313, Middlesex County, Massachusetts",2274,96,2156,111,97,74,549,138,829,127,168,77,249,120,264,90,118,76,75,74,30,24,0,17,0,17,13,21,0,17
1400000US25017332100,25017332100,"Census Tract 3321, Middlesex County, Massachusetts",1913,90,1814,107,193,90,502,130,510,121,217,92,143,67,249,81,99,82,49,61,39,60,0,17,0,17,0,17,11,18
1400000US25017332200,25017332200,"Census Tract 3322, Middlesex County, Massachusetts",3398,149,1811,162,156,109,499,129,432,111,288,105,239,91,197,69,1587,198,794,147,660,192,105,78,14,22,0,17,14,22
1400000US25017332300,25017332300,"Census Tract 3323, Middlesex County, Massachusetts",2531,91,2011,147,132,78,579,134,387,171,240,94,282,104,391,95,520,151,173,96,287,128,41,47,0,17,19,30,0,17
1400000US25017332400,25017332400,"Census Tract 3324, Middlesex County, Massachusetts",1581,58,855,86,92,44,265,76,165,71,116,52,89,41,128,48,726,95,571,103,148,54,7,12,0,12,0,12,0,12
1400000US25017333100,25017333100,"Census Tract 3331, Middlesex County, Massachusetts",2944,139,2087,135,122,71,560,134,604,145,261,86,245,102,295,104,857,134,483,148,323,115,51,40,0,17,0,17,0,17
1400000US25017333200,25017333200,"Census Tract 3332, Middlesex County, Massachusetts",2019,112,1330,156,163,101,485,146,193,99,118,63,103,81,268,87,689,148,206,105,375,141,45,39,36,40,0,17,27,36
1400000US25017333300,25017333300,"Census Tract 3333, Middlesex County, Massachusetts",1691,94,844,131,146,71,319,87,115,71,100,47,18,21,146,47,847,134,397,91,353,108,70,55,27,24,0,12,0,12
1400000US25017333400,25017333400,"Census Tract 3334, Middlesex County, Massachusetts",2399,122,1648,145,132,63,434,108,424,125,289,113,209,85,160,66,751,164,310,114,389,158,23,28,15,25,0,17,14,22
1400000US25017333501,25017333501,"Census Tract 3335.01, Middlesex County, Massachusetts",1928,80,1502,109,113,51,414,109,406,93,143,63,235,92,191,83,426,96,162,86,205,84,33,38,15,21,0,17,11,17
1400000US25017333502,25017333502,"Census Tract 3335.02, Middlesex County, Massachusetts",1307,77,649,80,36,30,140,59,86,47,162,47,106,45,119,36,658,117,284,97,273,87,71,51,21,27,0,12,9,14
1400000US25017333600,25017333600,"Census Tract 3336, Middlesex County, Massachusetts",2626,155,1094,150,34,42,337,115,229,78,153,79,120,55,221,81,1532,196,833,164,606,163,67,58,0,17,17,24,9,15
1400000US25017334100,25017334100,"Census Tract 3341, Middlesex County, Massachusetts",2500,130,1816,143,106,67,645,143,445,107,219,95,259,72,142,63,684,154,447,156,237,86,0,17,0,17,0,17,0,17
1400000US25017334200,25017334200,"Census Tract 3342, Middlesex County, Massachusetts",1532,106,1119,109,132,64,396,98,199,63,124,69,135,59,133,61,413,98,203,79,175,74,27,20,8,12,0,12,0,12
1400000US25017334300,25017334300,"Census Tract 3343, Middlesex County, Massachusetts",2600,84,2361,136,127,70,689,144,607,147,442,127,300,116,196,87,239,99,150,83,12,19,30,33,21,32,13,20,13,22
1400000US25017334400,25017334400,"Census Tract 3344, Middlesex County, Massachusetts",2662,174,2109,158,199,106,772,162,565,142,125,65,226,78,222,78,553,154,305,124,132,104,41,49,43,36,17,27,15,23
1400000US25017335100,25017335100,"Census Tract 3351, Middlesex County, Massachusetts",2396,139,1559,176,89,69,696,153,252,93,164,73,220,109,138,68,837,176,322,118,419,158,70,71,26,30,0,17,0,17
1400000US25017335200,25017335200,"Census Tract 3352, Middlesex County, Massachusetts",2285,98,1852,133,134,73,683,147,373,110,365,127,93,78,204,83,433,129,97,61,220,112,52,52,0,17,0,17,64,76
1400000US25017335301,25017335301,"Census Tract 3353.01, Middlesex County, Massachusetts",1670,101,1056,131,126,81,451,106,214,65,79,43,104,55,82,41,614,115,381,113,202,90,24,27,7,13,0,12,0,12
1400000US25017335302,25017335302,"Census Tract 3353.02, Middlesex County, Massachusetts",1852,101,1371,97,60,40,455,103,290,98,242,89,179,75,145,86,481,101,196,86,168,106,90,74,10,17,8,16,9,15
1400000US25017335400,25017335400,"Census Tract 3354, Middlesex County, Massachusetts",1748,100,1511,104,102,55,508,107,349,92,195,71,233,82,124,50,237,72,126,64,76,35,26,24,9,14,0,12,0,12
1400000US25017336100,25017336100,"Census Tract 3361, Middlesex County, Massachusetts",2341,116,1624,142,105,68,605,116,274,97,279,106,222,87,139,71,717,131,275,125,284,104,104,60,26,30,15,25,13,21
1400000US25017336200,25017336200,"Census Tract 3362, Middlesex County, Massachusetts",2173,97,1887,133,231,105,403,112,605,125,224,116,220,76,204,87,286,114,100,54,143,98,32,48,11,17,0,17,0,17
1400000US25017336300,25017336300,"Census Tract 3363, Middlesex County, Massachusetts",2546,92,2078,130,186,105,725,144,305,109,408,138,275,108,179,83,468,121,204,98,203,87,42,43,0,17,8,14,11,18
1400000US25017336401,25017336401,"Census Tract 3364.01, Middlesex County, Massachusetts",2092,114,870,151,126,111,320,112,167,65,107,46,57,47,93,49,1222,166,581,163,524,173,69,50,38,37,0,12,10,16
1400000US25017336402,25017336402,"Census Tract 3364.02, Middlesex County, Massachusetts",2152,83,1133,152,54,51,565,149,176,88,182,124,86,71,70,53,1019,179,424,156,401,138,109,83,27,34,16,25,42,42
1400000US25017337101,25017337101,"Census Tract 3371.01, Middlesex County, Massachusetts",1275,58,880,67,84,48,287,66,168,58,156,61,91,41,94,37,395,74,145,75,215,69,18,19,11,18,0,12,6,11
1400000US25017337102,25017337102,"Census Tract 3371.02, Middlesex County, Massachusetts",1941,85,1699,116,92,42,616,121,413,112,278,73,195,72,105,49,242,94,177,87,46,38,0,17,19,22,0,17,0,17
1400000US25017337201,25017337201,"Census Tract 3372.01, Middlesex County, Massachusetts",1499,70,773,92,91,45,318,79,127,51,80,41,84,39,73,41,726,85,210,72,446,103,44,28,26,20,0,12,0,12
1400000US25017337202,25017337202,"Census Tract 3372.02, Middlesex County, Massachusetts",2023,125,1450,136,99,78,342,104,344,100,241,107,168,91,256,109,573,140,174,111,262,132,95,71,12,21,13,23,17,27
1400000US25017337300,25017337300,"Census Tract 3373, Middlesex County, Massachusetts",2294,150,1259,163,129,74,333,102,330,124,174,91,173,70,120,88,1035,168,403,144,460,121,64,45,26,30,0,17,82,93
1400000US25017338100,25017338100,"Census Tract 3381, Middlesex County, Massachusetts",974,66,855,91,65,35,340,67,142,46,48,31,86,41,174,54,119,66,86,62,18,20,6,10,0,12,0,12,9,14
1400000US25017338200,25017338200,"Census Tract 3382, Middlesex County, Massachusetts",1558,55,1183,95,140,62,633,108,181,79,44,32,44,32,141,50,375,79,209,74,115,54,27,25,24,25,0,12,0,12
1400000US25017338300,25017338300,"Census Tract 3383, Middlesex County, Massachusetts",1107,87,790,75,73,31,279,62,186,54,116,46,68,35,68,40,317,74,114,45,174,65,8,14,10,15,11,16,0,12
1400000US25017338400,25017338400,"Census Tract 3384, Middlesex County, Massachusetts",1932,80,1844,87,291,88,606,99,389,87,229,76,186,68,143,59,88,46,38,28,50,35,0,17,0,17,0,17,0,17
1400000US25017338500,25017338500,"Census Tract 3385, Middlesex County, Massachusetts",1993,73,1702,95,190,68,686,104,384,105,216,67,143,52,83,49,291,81,170,76,85,53,36,35,0,17,0,17,0,17
1400000US25017339100,25017339100,"Census Tract 3391, Middlesex County, Massachusetts",2761,134,1683,166,275,120,476,111,328,109,151,63,177,80,276,100,1078,174,355,142,427,133,227,129,10,18,0,17,59,47
1400000US25017339200,25017339200,"Census Tract 3392, Middlesex County, Massachusetts",2052,117,1724,143,124,79,565,115,443,105,225,95,201,95,166,98,328,125,105,85,180,100,0,17,26,31,0,17,17,27
1400000US25017339300,25017339300,"Census Tract 3393, Middlesex County, Massachusetts",1159,82,757,102,51,44,228,87,186,60,59,40,100,46,133,71,402,92,218,80,139,66,35,25,0,12,10,17,0,12
1400000US25017339400,25017339400,"Census Tract 3394, Middlesex County, Massachusetts",1429,91,650,106,56,44,223,63,114,60,71,48,75,37,111,59,779,130,406,104,253,88,49,34,26,40,16,17,29,23
1400000US25017339500,25017339500,"Census Tract 3395, Middlesex County, Massachusetts",1512,70,799,109,21,21,246,110,215,82,75,59,93,43,149,56,713,105,433,105,254,116,0,17,9,15,6,9,11,13
1400000US25017339600,25017339600,"Census Tract 3396, Middlesex County, Massachusetts",2089,146,910,155,71,54,361,154,157,79,101,62,54,45,166,66,1179,162,680,169,405,144,65,44,11,18,0,17,18,29
1400000US25017339700,25017339700,"Census Tract 3397, Middlesex County, Massachusetts",1625,50,688,116,43,34,268,82,110,46,57,38,31,48,179,67,937,121,377,116,446,128,41,35,22,27,12,19,39,38
1400000US25017339801,25017339801,"Census Tract 3398.01, Middlesex County, Massachusetts",2323,77,847,159,41,39,372,155,155,60,125,82,72,52,82,52,1476,167,763,153,493,164,179,146,14,22,0,12,27,32
1400000US25017339802,25017339802,"Census Tract 3398.02, Middlesex County, Massachusetts",1707,94,856,119,64,41,297,86,188,67,106,61,69,43,132,48,851,110,410,95,394,150,39,34,0,12,8,13,0,12
1400000US25017339900,25017339900,"Census Tract 3399, Middlesex County, Massachusetts",1973,129,917,162,38,44,371,100,132,75,119,86,100,51,157,57,1056,146,576,162,375,119,54,44,51,47,0,17,0,17
1400000US25017340000,25017340000,"Census Tract 3400, Middlesex County, Massachusetts",1062,50,602,88,153,70,198,62,84,53,88,41,17,21,62,51,460,89,181,82,171,73,82,60,11,18,8,13,7,12
1400000US25017340100,25017340100,"Census Tract 3401, Middlesex County, Massachusetts",2434,69,2300,108,241,113,816,193,437,119,364,117,216,115,226,90,134,92,88,76,20,34,13,23,0,17,0,17,13,20
1400000US25017341101,25017341101,"Census Tract 3411.01, Middlesex County, Massachusetts",1243,91,893,99,160,78,263,67,175,63,119,52,110,55,66,34,350,91,267,85,65,39,8,13,0,12,10,16,0,12
1400000US25017341102,25017341102,"Census Tract 3411.02, Middlesex County, Massachusetts",2130,139,685,139,104,59,201,104,154,80,164,99,29,33,33,31,1445,172,683,196,539,175,158,96,65,71,0,12,0,12
1400000US25017341200,25017341200,"Census Tract 3412, Middlesex County, Massachusetts",2546,124,934,166,78,56,344,138,94,78,174,102,112,69,132,75,1612,189,664,160,737,195,173,86,12,21,0,17,26,30
1400000US25017341300,25017341300,"Census Tract 3413, Middlesex County, Massachusetts",2419,146,529,137,57,49,266,102,78,68,62,73,22,25,44,39,1890,161,907,173,770,194,160,87,41,39,12,17,0,17
1400000US25017341400,25017341400,"Census Tract 3414, Middlesex County, Massachusetts",2227,137,1047,197,126,65,476,162,187,102,38,34,72,47,148,75,1180,207,464,176,647,178,54,66,0,17,0,17,15,23
1400000US25017341500,25017341500,"Census Tract 3415, Middlesex County, Massachusetts",1687,88,669,131,87,53,301,98,109,58,85,47,56,34,31,27,1018,157,551,149,349,101,95,69,0,17,16,17,7,11
1400000US25017341600,25017341600,"Census Tract 3416, Middlesex County, Massachusetts",2474,110,1226,169,53,45,512,131,296,113,130,72,121,70,114,65,1248,167,545,172,549,185,105,63,39,43,0,17,10,16
1400000US25017341700,25017341700,"Census Tract 3417, Middlesex County, Massachusetts",2030,96,1173,152,55,55,387,151,338,134,174,75,79,59,140,97,857,142,365,156,380,153,93,55,0,17,19,31,0,17
1400000US25017341800,25017341800,"Census Tract 3418, Middlesex County, Massachusetts",2318,157,737,167,60,50,260,94,127,86,132,81,46,44,112,65,1581,183,419,142,788,216,255,137,52,41,45,48,22,25
1400000US25017341901,25017341901,"Census Tract 3419.01, Middlesex County, Massachusetts",471,55,333,77,58,64,142,72,56,33,18,22,20,21,39,27,138,69,49,37,75,54,14,13,0,12,0,12,0,12
1400000US25017341902,25017341902,"Census Tract 3419.02, Middlesex County, Massachusetts",3306,142,1237,203,99,70,540,194,282,121,126,76,90,65,100,56,2069,236,1044,224,802,191,121,79,44,43,30,34,28,31
1400000US25017342101,25017342101,"Census Tract 3421.01, Middlesex County, Massachusetts",1499,104,780,156,45,47,340,111,136,72,64,36,81,37,114,52,719,132,186,93,444,139,68,62,6,11,7,12,8,12
1400000US25017342102,25017342102,"Census Tract 3421.02, Middlesex County, Massachusetts",1555,94,595,111,38,30,178,74,160,79,60,39,87,63,72,33,960,135,180,121,649,153,90,51,41,34,0,12,0,12
1400000US25017342201,25017342201,"Census Tract 3422.01, Middlesex County, Massachusetts",1864,104,916,151,78,58,275,102,165,98,201,93,85,54,112,57,948,152,381,146,516,160,20,22,23,20,8,13,0,12
1400000US25017342202,25017342202,"Census Tract 3422.02, Middlesex County, Massachusetts",1409,90,667,138,69,48,235,98,118,43,94,58,65,49,86,51,742,155,158,102,511,179,45,36,0,12,19,22,9,15
1400000US25017342300,25017342300,"Census Tract 3423, Middlesex County, Massachusetts",2523,143,935,160,89,77,372,133,99,61,100,72,80,46,195,90,1588,207,667,185,676,198,176,110,31,34,0,17,38,37
1400000US25017342400,25017342400,"Census Tract 3424, Middlesex County, Massachusetts",2413,149,668,180,74,44,179,88,78,62,83,88,63,48,191,97,1745,212,845,217,714,202,84,71,52,76,36,37,14,22
1400000US25017342500,25017342500,"Census Tract 3425, Middlesex County, Massachusetts",2501,138,863,206,96,77,306,138,145,81,138,85,79,67,99,66,1638,215,716,176,686,196,125,78,69,57,42,41,0,17
1400000US25017342600,25017342600,"Census Tract 3426, Middlesex County, Massachusetts",1586,88,540,104,0,12,203,80,108,54,73,46,103,50,53,39,1046,126,438,118,450,126,96,58,32,40,19,22,11,18
1400000US25017350103,25017350103,"Census Tract 3501.03, Middlesex County, Massachusetts",507,16,220,58,5,7,80,46,50,30,19,22,3,5,63,30,287,61,90,50,120,68,7,11,40,36,13,13,17,16
1400000US25017350104,25017350104,"Census Tract 3501.04, Middlesex County, Massachusetts",2742,151,714,162,119,95,239,90,182,107,101,70,12,13,61,58,2028,205,775,225,1101,230,89,62,19,23,33,25,11,17
1400000US25017350200,25017350200,"Census Tract 3502, Middlesex County, Massachusetts",2480,146,1118,190,122,82,459,189,94,59,77,58,164,84,202,97,1362,217,647,190,521,170,114,79,66,69,0,17,14,22
1400000US25017350300,25017350300,"Census Tract 3503, Middlesex County, Massachusetts",1098,51,572,94,65,32,216,75,139,56,81,49,16,18,55,28,526,89,222,61,256,79,8,13,0,12,30,36,10,14
1400000US25017350400,25017350400,"Census Tract 3504, Middlesex County, Massachusetts",2427,88,920,174,139,67,247,106,122,64,111,67,54,46,247,123,1507,187,656,155,661,168,102,82,20,26,31,39,37,52
1400000US25017350500,25017350500,"Census Tract 3505, Middlesex County, Massachusetts",705,44,282,55,19,17,64,35,87,52,51,30,17,16,44,23,423,56,217,60,173,54,15,15,5,8,6,11,7,11
1400000US25017350600,25017350600,"Census Tract 3506, Middlesex County, Massachusetts",992,65,339,69,32,26,158,68,32,25,32,28,27,24,58,33,653,80,301,70,290,78,19,20,17,19,0,12,26,40
1400000US25017350700,25017350700,"Census Tract 3507, Middlesex County, Massachusetts",3006,125,791,138,89,54,195,71,76,52,100,79,75,48,256,85,2215,145,968,169,936,193,173,97,92,63,35,34,11,19
1400000US25017350800,25017350800,"Census Tract 3508, Middlesex County, Massachusetts",900,44,537,72,136,59,210,72,108,42,28,22,10,11,45,27,363,71,164,46,158,64,12,14,0,12,15,19,14,13
1400000US25017350900,25017350900,"Census Tract 3509, Middlesex County, Massachusetts",1610,44,544,88,126,55,165,70,60,33,51,30,80,45,62,34,1066,84,560,112,450,114,38,30,18,20,0,12,0,12
1400000US25017351000,25017351000,"Census Tract 3510, Middlesex County, Massachusetts",2980,114,978,173,168,99,237,102,251,93,157,101,51,44,114,56,2002,181,986,225,804,174,93,56,29,33,90,58,0,17
1400000US25017351100,25017351100,"Census Tract 3511, Middlesex County, Massachusetts",2581,131,905,115,84,43,365,99,179,84,66,45,39,37,172,90,1676,175,688,177,777,153,74,48,50,48,16,24,71,80
1400000US25017351203,25017351203,"Census Tract 3512.03, Middlesex County, Massachusetts",1888,78,591,125,63,41,214,81,67,44,45,34,125,75,77,44,1297,140,684,127,478,137,28,45,32,23,59,71,16,19
1400000US25017351204,25017351204,"Census Tract 3512.04, Middlesex County, Massachusetts",1712,106,505,92,87,47,223,81,38,27,38,40,0,12,119,48,1207,122,665,137,448,138,37,28,11,17,41,53,5,8
1400000US25017351300,25017351300,"Census Tract 3513, Middlesex County, Massachusetts",1946,90,452,128,65,42,136,72,139,69,23,24,37,36,52,42,1494,136,855,169,489,130,95,63,20,24,13,21,22,25
1400000US25017351403,25017351403,"Census Tract 3514.03, Middlesex County, Massachusetts",1556,98,591,119,80,55,250,89,71,43,48,35,65,46,77,43,965,122,456,134,345,112,150,92,14,21,0,12,0,12
1400000US25017351404,25017351404,"Census Tract 3514.04, Middlesex County, Massachusetts",1529,92,496,103,62,32,193,86,124,65,99,49,9,14,9,14,1033,127,329,119,511,129,169,79,16,20,0,12,8,14
1400000US25017351500,25017351500,"Census Tract 3515, Middlesex County, Massachusetts",1125,76,338,69,42,30,120,46,61,39,45,35,31,39,39,23,787,86,226,84,445,104,85,46,26,32,5,8,0,12
1400000US25017352101,25017352101,"Census Tract 3521.01, Middlesex County, Massachusetts",1131,113,399,94,204,91,174,59,0,12,0,12,21,25,0,12,732,119,382,101,343,118,7,11,0,12,0,12,0,12
1400000US25017352102,25017352102,"Census Tract 3521.02, Middlesex County, Massachusetts",1316,90,648,120,98,51,310,90,151,65,30,33,14,17,45,35,668,102,313,89,227,100,51,51,0,12,10,16,67,69
1400000US25017352200,25017352200,"Census Tract 3522, Middlesex County, Massachusetts",1098,85,297,73,39,30,140,55,68,40,24,33,26,23,0,12,801,105,363,87,275,105,101,51,22,23,26,39,14,15
1400000US25017352300,25017352300,"Census Tract 3523, Middlesex County, Massachusetts",1772,132,271,87,82,43,75,51,49,42,16,19,7,12,42,43,1501,144,866,133,552,124,33,29,23,36,27,25,0,12
