Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_T056_001,SE_T056_002,SE_T056_003,SE_T056_004,SE_T056_005,SE_T056_006,SE_T056_007,SE_T056_008,SE_T056_009,SE_T056_010,SE_T056_011,SE_T056_012,SE_T056_013,SE_T056_014,SE_T056_015,SE_T056_016,SE_T056_017,SE_T057_001,SE_T100_001,SE_T100_002,SE_T100_003,SE_T100_004,SE_T100_005,SE_T100_006,SE_T100_007,SE_T100_008,SE_T100_009,SE_T100_010,SE_T101_001,SE_T102_001,SE_T102_002,SE_T102_003,SE_T102_004,SE_T102_005,SE_T102_006,SE_T102_007,SE_T102_008,SE_T102_009,SE_T104_001,SE_T105_001
"250092601002","15000US250092601002","Block Group 2, Census Tract 2601, Essex County, Massachusetts","Block Group 2, Census Tract 2601, Essex County, Massachusetts","ma","150","00","ACSSF","0003587",,,,,"25","009",,,,"260100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591,58,131,27,49,71,13,24,14,0,16,73,83,32,0,0,0,26074,132,0,0,16,12,104,0,0,0,0,216200,439,66,61,99,80,25,95,13,0,759,38.0999984741211
"250092601003","15000US250092601003","Block Group 3, Census Tract 2601, Essex County, Massachusetts","Block Group 3, Census Tract 2601, Essex County, Massachusetts","ma","150","00","ACSSF","0003588",,,,,"25","009",,,,"260100","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871,180,47,60,26,44,48,62,41,0,146,49,38,37,47,35,11,38514,127,11,0,0,65,51,0,0,0,0,142000,695,79,27,91,74,134,202,63,25,1143,32
"250092602001","15000US250092602001","Block Group 1, Census Tract 2602, Essex County, Massachusetts","Block Group 1, Census Tract 2602, Essex County, Massachusetts","ma","150","00","ACSSF","0003589",,,,,"25","009",,,,"260200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549,14,8,78,48,0,14,60,67,0,79,10,53,51,32,22,13,43352,242,0,8,18,0,127,60,0,0,29,252900,307,0,14,28,89,108,47,21,0,1052,33.5
"250092602002","15000US250092602002","Block Group 2, Census Tract 2602, Essex County, Massachusetts","Block Group 2, Census Tract 2602, Essex County, Massachusetts","ma","150","00","ACSSF","0003590",,,,,"25","009",,,,"260200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965,131,165,87,122,29,8,162,23,65,42,51,32,8,23,4,13,24353,154,0,7,18,24,92,13,0,0,0,213200,794,47,100,107,250,240,11,25,14,915,38.9000015258789
"250092603011","15000US250092603011","Block Group 1, Census Tract 2603.01, Essex County, Massachusetts","Block Group 1, Census Tract 2603.01, Essex County, Massachusetts","ma","150","00","ACSSF","0003591",,,,,"25","009",,,,"260301","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612,12,11,23,0,8,8,7,0,15,50,70,132,67,48,133,28,89821,545,0,18,7,0,184,289,47,0,0,324400,67,0,0,0,26,0,41,0,0,1296,26.1000003814697
"250092603012","15000US250092603012","Block Group 2, Census Tract 2603.01, Essex County, Massachusetts","Block Group 2, Census Tract 2603.01, Essex County, Massachusetts","ma","150","00","ACSSF","0003592",,,,,"25","009",,,,"260301","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714,46,90,62,13,17,44,40,0,17,55,39,99,99,50,32,11,55813,446,0,7,7,14,357,44,6,0,11,238100,268,14,58,15,28,101,52,0,0,1047,49.4000015258789
"250092603013","15000US250092603013","Block Group 3, Census Tract 2603.01, Essex County, Massachusetts","Block Group 3, Census Tract 2603.01, Essex County, Massachusetts","ma","150","00","ACSSF","0003593",,,,,"25","009",,,,"260301","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381,10,7,8,6,25,16,15,14,36,17,56,73,55,26,17,0,66705,331,0,8,0,0,260,38,25,0,0,258700,43,0,0,7,8,0,28,0,0,1308,38
"250092603021","15000US250092603021","Block Group 1, Census Tract 2603.02, Essex County, Massachusetts","Block Group 1, Census Tract 2603.02, Essex County, Massachusetts","ma","150","00","ACSSF","0003594",,,,,"25","009",,,,"260302","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304,0,7,14,0,0,6,8,0,7,15,41,82,75,8,28,13,94255,304,0,0,0,0,134,155,15,0,0,312900,0,0,0,0,0,0,0,0,0,,
"250092603022","15000US250092603022","Block Group 2, Census Tract 2603.02, Essex County, Massachusetts","Block Group 2, Census Tract 2603.02, Essex County, Massachusetts","ma","150","00","ACSSF","0003595",,,,,"25","009",,,,"260302","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759,93,34,15,13,14,17,30,0,29,61,64,50,65,122,108,44,79083,616,0,0,0,42,138,275,129,9,23,404500,143,20,23,41,0,44,0,15,0,735,50
"250092604011","15000US250092604011","Block Group 1, Census Tract 2604.01, Essex County, Massachusetts","Block Group 1, Census Tract 2604.01, Essex County, Massachusetts","ma","150","00","ACSSF","0003596",,,,,"25","009",,,,"260401","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,7,13,0,24,0,11,32,8,9,9,9,51,24,28,48,63,97037,325,9,0,0,0,124,177,15,0,0,319400,0,0,0,0,0,0,0,0,0,,
"250092604012","15000US250092604012","Block Group 2, Census Tract 2604.01, Essex County, Massachusetts","Block Group 2, Census Tract 2604.01, Essex County, Massachusetts","ma","150","00","ACSSF","0003597",,,,,"25","009",,,,"260401","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,9,0,0,0,5,13,0,29,24,48,43,19,25,7,55,37,70658,272,0,0,0,12,153,97,10,0,0,260800,10,0,0,0,0,10,0,0,0,,
"250092604013","15000US250092604013","Block Group 3, Census Tract 2604.01, Essex County, Massachusetts","Block Group 3, Census Tract 2604.01, Essex County, Massachusetts","ma","150","00","ACSSF","0003598",,,,,"25","009",,,,"260401","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,0,0,33,0,0,17,18,0,20,0,53,56,69,20,31,0,79432,317,0,0,0,0,158,132,27,0,0,300500,0,0,0,0,0,0,0,0,0,,
"250092604014","15000US250092604014","Block Group 4, Census Tract 2604.01, Essex County, Massachusetts","Block Group 4, Census Tract 2604.01, Essex County, Massachusetts","ma","150","00","ACSSF","0003599",,,,,"25","009",,,,"260401","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623,9,12,36,21,18,67,42,10,35,21,46,150,45,80,21,10,73472,492,9,10,49,62,260,95,7,0,0,252300,122,0,0,0,36,58,28,0,0,1108,35.4000015258789
"250092604021","15000US250092604021","Block Group 1, Census Tract 2604.02, Essex County, Massachusetts","Block Group 1, Census Tract 2604.02, Essex County, Massachusetts","ma","150","00","ACSSF","0003600",,,,,"25","009",,,,"260402","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922,38,0,41,43,32,57,17,48,61,93,103,102,87,127,29,44,62153,767,32,0,3,88,472,161,0,0,11,208500,141,0,0,41,0,16,49,35,0,1319,30.8999996185303
"250092604022","15000US250092604022","Block Group 2, Census Tract 2604.02, Essex County, Massachusetts","Block Group 2, Census Tract 2604.02, Essex County, Massachusetts","ma","150","00","ACSSF","0003601",,,,,"25","009",,,,"260402","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1065,6,0,0,12,31,15,15,11,0,44,144,195,143,112,121,216,101883,994,0,0,0,0,373,545,76,0,0,340900,71,0,7,0,16,0,0,0,48,2001,33
"250092604023","15000US250092604023","Block Group 3, Census Tract 2604.02, Essex County, Massachusetts","Block Group 3, Census Tract 2604.02, Essex County, Massachusetts","ma","150","00","ACSSF","0003602",,,,,"25","009",,,,"260402","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373,0,0,13,16,0,15,0,12,0,46,58,68,61,28,16,40,88156,270,4,0,0,0,117,149,0,0,0,314400,103,0,0,0,71,32,0,0,0,973,19.3999996185303
"250092605001","15000US250092605001","Block Group 1, Census Tract 2605, Essex County, Massachusetts","Block Group 1, Census Tract 2605, Essex County, Massachusetts","ma","150","00","ACSSF","0003603",,,,,"25","009",,,,"260500","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725,10,9,9,32,9,26,62,0,57,51,40,111,145,33,33,98,84856,557,9,0,10,17,298,205,18,0,0,266600,168,0,0,0,0,85,38,12,33,1247,28.7999992370605
"250092605002","15000US250092605002","Block Group 2, Census Tract 2605, Essex County, Massachusetts","Block Group 2, Census Tract 2605, Essex County, Massachusetts","ma","150","00","ACSSF","0003604",,,,,"25","009",,,,"260500","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,31,0,0,7,19,26,0,20,0,25,113,71,60,54,21,33,74914,361,8,0,0,0,172,181,0,0,0,300400,119,0,31,0,9,44,35,0,0,1111,23.7000007629395
"250092605003","15000US250092605003","Block Group 3, Census Tract 2605, Essex County, Massachusetts","Block Group 3, Census Tract 2605, Essex County, Massachusetts","ma","150","00","ACSSF","0003605",,,,,"25","009",,,,"260500","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,9,0,0,0,9,49,9,0,0,16,0,50,36,0,9,0,77917,132,0,0,0,0,103,9,11,9,0,247100,26,0,11,0,0,15,0,0,0,,
"250092606001","15000US250092606001","Block Group 1, Census Tract 2606, Essex County, Massachusetts","Block Group 1, Census Tract 2606, Essex County, Massachusetts","ma","150","00","ACSSF","0003606",,,,,"25","009",,,,"260600","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459,0,0,66,0,16,27,18,9,78,52,28,51,74,6,4,30,55745,112,0,0,0,0,92,9,11,0,0,258100,322,0,0,0,0,83,67,172,0,1532,32.7000007629395
"250092606002","15000US250092606002","Block Group 2, Census Tract 2606, Essex County, Massachusetts","Block Group 2, Census Tract 2606, Essex County, Massachusetts","ma","150","00","ACSSF","0003607",,,,,"25","009",,,,"260600","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,28,0,0,39,31,20,0,0,25,27,27,52,21,50,24,5,61250,229,0,0,0,21,208,0,0,0,0,231300,120,0,0,0,11,52,57,0,0,1236,28.7999992370605
"250092606003","15000US250092606003","Block Group 3, Census Tract 2606, Essex County, Massachusetts","Block Group 3, Census Tract 2606, Essex County, Massachusetts","ma","150","00","ACSSF","0003608",,,,,"25","009",,,,"260600","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445,49,37,12,7,92,46,14,23,11,45,33,24,0,43,9,0,32452,131,0,0,11,11,86,23,0,0,0,189100,314,0,0,24,136,122,32,0,0,996,36
"250092607001","15000US250092607001","Block Group 1, Census Tract 2607, Essex County, Massachusetts","Block Group 1, Census Tract 2607, Essex County, Massachusetts","ma","150","00","ACSSF","0003609",,,,,"25","009",,,,"260700","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864,80,34,43,100,102,14,30,13,27,113,64,110,26,65,36,7,46481,412,0,0,0,42,302,68,0,0,0,247800,443,0,52,13,171,149,49,0,9,987,42.0999984741211
"250092607002","15000US250092607002","Block Group 2, Census Tract 2607, Essex County, Massachusetts","Block Group 2, Census Tract 2607, Essex County, Massachusetts","ma","150","00","ACSSF","0003610",,,,,"25","009",,,,"260700","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887,8,39,28,102,64,12,18,66,15,29,142,85,122,22,88,47,66188,683,20,7,10,34,488,109,0,0,15,239500,204,14,20,52,27,9,40,42,0,859,29.3999996185303
"250092608001","15000US250092608001","Block Group 1, Census Tract 2608, Essex County, Massachusetts","Block Group 1, Census Tract 2608, Essex County, Massachusetts","ma","150","00","ACSSF","0003611",,,,,"25","009",,,,"260800","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759,89,41,46,10,21,66,112,33,19,59,64,49,48,41,61,0,37377,254,0,7,22,51,157,17,0,0,0,187900,496,26,0,48,125,192,37,61,7,1064,35.9000015258789
"250092608002","15000US250092608002","Block Group 2, Census Tract 2608, Essex County, Massachusetts","Block Group 2, Census Tract 2608, Essex County, Massachusetts","ma","150","00","ACSSF","0003612",,,,,"25","009",,,,"260800","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947,112,119,91,53,38,128,31,86,50,56,21,18,44,0,68,32,33682,274,7,0,9,52,206,0,0,0,0,189300,673,38,43,50,153,211,96,82,0,1062,39.5999984741211
"250092609001","15000US250092609001","Block Group 1, Census Tract 2609, Essex County, Massachusetts","Block Group 1, Census Tract 2609, Essex County, Massachusetts","ma","150","00","ACSSF","0003613",,,,,"25","009",,,,"260900","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,14,0,15,26,12,13,0,0,0,14,15,109,0,33,42,14,89208,237,0,18,0,15,159,45,0,0,0,259600,44,0,0,0,14,0,0,0,30,,
"250092609002","15000US250092609002","Block Group 2, Census Tract 2609, Essex County, Massachusetts","Block Group 2, Census Tract 2609, Essex County, Massachusetts","ma","150","00","ACSSF","0003614",,,,,"25","009",,,,"260900","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,0,15,0,26,11,54,0,15,24,0,12,25,34,57,0,46,78194,308,24,0,0,65,187,20,0,0,12,172300,11,0,0,0,0,0,11,0,0,,
"250092609003","15000US250092609003","Block Group 3, Census Tract 2609, Essex County, Massachusetts","Block Group 3, Census Tract 2609, Essex County, Massachusetts","ma","150","00","ACSSF","0003615",,,,,"25","009",,,,"260900","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382,0,65,0,0,0,14,14,49,15,43,0,141,14,13,14,0,54477,146,0,0,63,14,55,0,14,0,0,142900,236,0,65,0,107,64,0,0,0,883,28.7000007629395
"250092609004","15000US250092609004","Block Group 4, Census Tract 2609, Essex County, Massachusetts","Block Group 4, Census Tract 2609, Essex County, Massachusetts","ma","150","00","ACSSF","0003616",,,,,"25","009",,,,"260900","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849,28,172,111,57,69,27,0,55,0,27,107,133,25,11,27,0,28884,492,0,13,13,30,395,41,0,0,0,191400,338,104,103,34,30,40,12,15,0,388,28.3999996185303
"250092610001","15000US250092610001","Block Group 1, Census Tract 2610, Essex County, Massachusetts","Block Group 1, Census Tract 2610, Essex County, Massachusetts","ma","150","00","ACSSF","0003617",,,,,"25","009",,,,"261000","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,0,49,0,31,46,9,14,5,12,15,41,46,28,15,0,29,50667,173,0,0,14,21,133,5,0,0,0,216100,167,26,32,0,0,52,57,0,0,1123,29.7999992370605
"250092610002","15000US250092610002","Block Group 2, Census Tract 2610, Essex County, Massachusetts","Block Group 2, Census Tract 2610, Essex County, Massachusetts","ma","150","00","ACSSF","0003618",,,,,"25","009",,,,"261000","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638,13,8,51,10,0,56,0,28,17,7,126,89,192,32,9,0,75938,381,0,10,0,0,271,94,6,0,0,249800,257,7,19,0,10,113,68,40,0,1205,19.1000003814697
"250092610003","15000US250092610003","Block Group 3, Census Tract 2610, Essex County, Massachusetts","Block Group 3, Census Tract 2610, Essex County, Massachusetts","ma","150","00","ACSSF","0003619",,,,,"25","009",,,,"261000","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522,12,11,29,9,33,44,0,21,0,30,99,71,66,81,16,0,66429,394,0,0,0,9,360,16,0,0,9,216900,128,0,0,20,0,59,28,6,15,1186,24.2999992370605
"250092611011","15000US250092611011","Block Group 1, Census Tract 2611.01, Essex County, Massachusetts","Block Group 1, Census Tract 2611.01, Essex County, Massachusetts","ma","150","00","ACSSF","0003620",,,,,"25","009",,,,"261101","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526,12,12,10,0,21,12,30,44,21,54,72,48,45,68,45,32,71250,503,17,0,0,0,298,149,31,8,0,274800,23,0,12,0,11,0,0,0,0,,
"250092611012","15000US250092611012","Block Group 2, Census Tract 2611.01, Essex County, Massachusetts","Block Group 2, Census Tract 2611.01, Essex County, Massachusetts","ma","150","00","ACSSF","0003621",,,,,"25","009",,,,"261101","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472,9,19,22,0,18,9,61,0,0,24,30,111,52,80,13,24,79786,367,0,0,0,0,240,127,0,0,0,278800,96,0,0,0,0,50,26,20,0,1240,32.5
"250092611013","15000US250092611013","Block Group 3, Census Tract 2611.01, Essex County, Massachusetts","Block Group 3, Census Tract 2611.01, Essex County, Massachusetts","ma","150","00","ACSSF","0003622",,,,,"25","009",,,,"261101","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672,0,0,0,0,19,16,0,0,10,79,73,88,152,97,92,46,109205,640,18,0,0,0,222,392,8,0,0,331500,32,0,0,0,0,0,0,0,32,,
"250092611021","15000US250092611021","Block Group 1, Census Tract 2611.02, Essex County, Massachusetts","Block Group 1, Census Tract 2611.02, Essex County, Massachusetts","ma","150","00","ACSSF","0003623",,,,,"25","009",,,,"261102","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,0,0,0,0,0,0,0,16,0,0,58,45,51,34,60,0,104211,229,0,0,0,0,176,53,0,0,0,260600,35,0,0,0,0,0,19,16,0,1480,17
"250092611022","15000US250092611022","Block Group 2, Census Tract 2611.02, Essex County, Massachusetts","Block Group 2, Census Tract 2611.02, Essex County, Massachusetts","ma","150","00","ACSSF","0003624",,,,,"25","009",,,,"261102","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633,0,9,23,30,0,10,23,55,9,75,83,200,40,51,18,7,74917,551,30,0,24,96,296,83,22,0,0,167200,82,0,0,0,0,23,0,42,17,1714,27.8999996185303
"250092611023","15000US250092611023","Block Group 3, Census Tract 2611.02, Essex County, Massachusetts","Block Group 3, Census Tract 2611.02, Essex County, Massachusetts","ma","150","00","ACSSF","0003625",,,,,"25","009",,,,"261102","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1007,43,87,55,46,28,47,26,54,81,120,111,112,45,74,41,37,53904,442,0,0,17,0,273,96,34,11,11,273300,565,83,81,0,88,304,9,0,0,1025,27.7999992370605
"250092621001","15000US250092621001","Block Group 1, Census Tract 2621, Essex County, Massachusetts","Block Group 1, Census Tract 2621, Essex County, Massachusetts","ma","150","00","ACSSF","0003626",,,,,"25","009",,,,"262100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403,0,0,42,0,0,0,29,12,0,78,28,51,108,27,28,0,83802,323,0,0,0,14,161,93,55,0,0,291900,80,0,0,0,14,12,0,54,0,1630,50
"250092621002","15000US250092621002","Block Group 2, Census Tract 2621, Essex County, Massachusetts","Block Group 2, Census Tract 2621, Essex County, Massachusetts","ma","150","00","ACSSF","0003627",,,,,"25","009",,,,"262100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1278,26,42,88,96,72,69,137,0,31,15,122,175,154,117,70,64,67663,1110,57,101,145,39,364,274,107,13,10,262300,168,17,32,13,32,13,0,61,0,969,32.2000007629395
"250092621003","15000US250092621003","Block Group 3, Census Tract 2621, Essex County, Massachusetts","Block Group 3, Census Tract 2621, Essex County, Massachusetts","ma","150","00","ACSSF","0003628",,,,,"25","009",,,,"262100","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835,12,0,14,13,0,12,0,14,11,113,81,160,139,54,136,76,97917,710,0,15,0,25,133,441,96,0,0,362100,125,0,0,0,0,73,41,11,0,1214,23
"250092631001","15000US250092631001","Block Group 1, Census Tract 2631, Essex County, Massachusetts","Block Group 1, Census Tract 2631, Essex County, Massachusetts","ma","150","00","ACSSF","0003629",,,,,"25","009",,,,"263100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555,47,31,8,15,0,0,8,15,38,16,49,24,51,33,93,127,108125,451,8,0,0,7,62,169,112,46,47,481000,94,29,0,0,16,0,0,18,31,1556,50
"250092631002","15000US250092631002","Block Group 2, Census Tract 2631, Essex County, Massachusetts","Block Group 2, Census Tract 2631, Essex County, Massachusetts","ma","150","00","ACSSF","0003630",,,,,"25","009",,,,"263100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,0,0,0,0,7,0,25,0,0,17,46,26,37,43,80,69,130093,341,0,0,0,0,8,138,165,30,0,537100,9,0,0,0,0,0,9,0,0,,
"250092631003","15000US250092631003","Block Group 3, Census Tract 2631, Essex County, Massachusetts","Block Group 3, Census Tract 2631, Essex County, Massachusetts","ma","150","00","ACSSF","0003631",,,,,"25","009",,,,"263100","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597,30,9,8,37,10,0,17,0,25,36,36,59,37,96,113,84,123281,563,0,17,0,8,41,347,124,16,10,413500,34,0,0,0,0,0,0,24,10,,
"250092641001","15000US250092641001","Block Group 1, Census Tract 2641, Essex County, Massachusetts","Block Group 1, Census Tract 2641, Essex County, Massachusetts","ma","150","00","ACSSF","0003632",,,,,"25","009",,,,"264100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777,0,35,0,25,14,33,74,15,0,72,62,123,92,60,121,51,89083,688,16,0,0,16,153,503,0,0,0,343600,89,0,14,0,0,47,12,16,0,1162,31.2999992370605
"250092641002","15000US250092641002","Block Group 2, Census Tract 2641, Essex County, Massachusetts","Block Group 2, Census Tract 2641, Essex County, Massachusetts","ma","150","00","ACSSF","0003633",,,,,"25","009",,,,"264100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643,27,10,28,29,0,14,64,34,33,60,55,48,103,30,108,0,62446,570,13,0,0,36,243,215,63,0,0,298000,58,0,0,0,14,40,4,0,0,1094,10
"250092641003","15000US250092641003","Block Group 3, Census Tract 2641, Essex County, Massachusetts","Block Group 3, Census Tract 2641, Essex County, Massachusetts","ma","150","00","ACSSF","0003634",,,,,"25","009",,,,"264100","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986,15,30,9,31,56,0,17,13,30,57,42,183,104,132,70,197,104583,787,14,14,0,35,106,372,216,30,0,430400,136,0,16,9,34,31,0,46,0,1073,50
"250092651011","15000US250092651011","Block Group 1, Census Tract 2651.01, Essex County, Massachusetts","Block Group 1, Census Tract 2651.01, Essex County, Massachusetts","ma","150","00","ACSSF","0003635",,,,,"25","009",,,,"265101","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387,18,19,46,9,16,33,14,8,10,18,8,47,58,18,31,34,68281,233,9,8,0,0,81,128,7,0,0,322800,154,28,56,8,23,10,29,0,0,561,30.5
"250092651012","15000US250092651012","Block Group 2, Census Tract 2651.01, Essex County, Massachusetts","Block Group 2, Census Tract 2651.01, Essex County, Massachusetts","ma","150","00","ACSSF","0003636",,,,,"25","009",,,,"265101","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286,9,0,0,14,0,10,7,0,40,29,19,39,10,31,70,8,85833,218,0,0,0,0,28,130,60,0,0,412500,68,0,0,7,11,41,0,9,0,1098,30.6000003814697
"250092651013","15000US250092651013","Block Group 3, Census Tract 2651.01, Essex County, Massachusetts","Block Group 3, Census Tract 2651.01, Essex County, Massachusetts","ma","150","00","ACSSF","0003637",,,,,"25","009",,,,"265101","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,0,0,0,7,10,10,13,10,0,37,60,20,48,42,39,40,100179,312,0,0,12,0,98,157,35,0,10,361300,17,0,0,0,0,10,7,0,0,,
"250092651014","15000US250092651014","Block Group 4, Census Tract 2651.01, Essex County, Massachusetts","Block Group 4, Census Tract 2651.01, Essex County, Massachusetts","ma","150","00","ACSSF","0003638",,,,,"25","009",,,,"265101","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,0,0,0,0,0,0,15,0,19,25,18,33,35,50,42,139,148654,336,6,0,0,0,59,114,138,19,0,464500,40,0,0,0,0,0,11,29,0,,
"250092651021","15000US250092651021","Block Group 1, Census Tract 2651.02, Essex County, Massachusetts","Block Group 1, Census Tract 2651.02, Essex County, Massachusetts","ma","150","00","ACSSF","0003639",,,,,"25","009",,,,"265102","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552,15,26,0,0,17,8,0,0,13,37,8,67,107,63,89,102,121250,531,8,0,0,0,58,317,140,0,8,428800,10,0,0,0,0,0,10,0,0,,
"250092651022","15000US250092651022","Block Group 2, Census Tract 2651.02, Essex County, Massachusetts","Block Group 2, Census Tract 2651.02, Essex County, Massachusetts","ma","150","00","ACSSF","0003640",,,,,"25","009",,,,"265102","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1033,54,0,23,16,18,0,31,30,8,83,64,161,75,171,140,159,110489,817,9,0,0,0,91,440,269,0,8,434300,216,0,0,34,0,8,41,133,0,1594,37.2000007629395
"250092661001","15000US250092661001","Block Group 1, Census Tract 2661, Essex County, Massachusetts","Block Group 1, Census Tract 2661, Essex County, Massachusetts","ma","150","00","ACSSF","0003641",,,,,"25","009",,,,"266100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,20,0,22,0,0,7,8,0,0,24,47,80,41,9,15,47,79904,308,8,10,0,0,95,158,23,14,0,338000,12,0,0,0,0,12,0,0,0,,
"250092661002","15000US250092661002","Block Group 2, Census Tract 2661, Essex County, Massachusetts","Block Group 2, Census Tract 2661, Essex County, Massachusetts","ma","150","00","ACSSF","0003642",,,,,"25","009",,,,"266100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,0,0,8,6,10,0,9,11,0,0,30,66,66,18,53,82,116250,313,0,0,17,0,30,141,125,0,0,458600,38,0,0,0,27,0,11,0,0,870,39.5
"250092661003","15000US250092661003","Block Group 3, Census Tract 2661, Essex County, Massachusetts","Block Group 3, Census Tract 2661, Essex County, Massachusetts","ma","150","00","ACSSF","0003643",,,,,"25","009",,,,"266100","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,21,3,0,0,12,18,6,14,0,15,40,117,7,18,56,6,79152,306,6,0,0,0,132,168,0,0,0,313000,27,0,0,0,18,0,0,3,6,875,24.7000007629395
"250092661004","15000US250092661004","Block Group 4, Census Tract 2661, Essex County, Massachusetts","Block Group 4, Census Tract 2661, Essex County, Massachusetts","ma","150","00","ACSSF","0003644",,,,,"25","009",,,,"266100","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,11,0,21,8,0,0,10,30,0,21,0,29,38,48,53,48,112240,285,8,9,0,8,90,159,11,0,0,324800,32,0,0,11,21,0,0,0,0,,
