Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,SE_T013_001,SE_T013_002,SE_T013_003,SE_T013_004,SE_T013_005,SE_T013_006,SE_T013_007,SE_T013_008,SE_T014_001,SE_T014_002,SE_T014_003,SE_T014_004,SE_T014_005,SE_T014_006,SE_T014_007,SE_T014_008,SE_T014_009,SE_T014_010,SE_T014_011,SE_T014_012,SE_T014_013,SE_T014_014,SE_T014_015,SE_T014_016,SE_T014_017,SE_T056_001,SE_T056_002,SE_T056_003,SE_T056_004,SE_T056_005,SE_T056_006,SE_T056_007,SE_T056_008,SE_T056_009,SE_T056_010,SE_T056_011,SE_T056_012,SE_T056_013,SE_T056_014,SE_T056_015,SE_T056_016,SE_T056_017,SE_T057_001,SE_T058_001,SE_T058_002,SE_T058_003,SE_T058_004,SE_T058_005,SE_T058_006,SE_T058_007,SE_T058_008,SE_T058_009,SE_T058_010,SE_T080_001,SE_T080_002,SE_T080_003,SE_T102_001,SE_T102_002,SE_T102_003,SE_T102_004,SE_T102_005,SE_T102_006,SE_T102_007,SE_T102_008,SE_T102_009,SE_T103_001,SE_T103_002,SE_T103_003,SE_T103_004,SE_T103_005,SE_T103_006,SE_T104_001
"25017363101","14000US25017363101","Census Tract 3631.01, Middlesex County, Massachusetts","Census Tract 3631.01, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004109",,,,,"25","017",,,,"363101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9138,7194,214,5,1463,0,107,155,9138,9053,7130,214,5,1463,0,86,155,85,64,0,0,0,0,21,0,3169,15,41,25,29,37,66,130,144,61,94,174,348,335,336,472,861,131455,131455,132860,132284,,125236,,24575,,108421,134082,3169,38,3131,387,0,34,65,80,67,40,39,63,387,0,245,84,58,0,1062
"25017363102","14000US25017363102","Census Tract 3631.02, Middlesex County, Massachusetts","Census Tract 3631.02, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004110",,,,,"25","017",,,,"363102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5055,3679,87,9,1048,0,116,116,5055,4939,3608,87,9,1048,0,90,97,116,71,0,0,0,0,26,19,1964,49,54,45,43,33,28,82,183,120,93,165,154,129,153,217,416,90677,90677,80514,78509,2762,113441,,59670,132187,42281,80938,1964,16,1948,764,14,38,28,123,241,177,101,43,764,48,335,287,94,0,1186
"25017363201","14000US25017363201","Census Tract 3632.01, Middlesex County, Massachusetts","Census Tract 3632.01, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004111",,,,,"25","017",,,,"363201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100,2718,7,0,375,0,0,0,3100,3045,2670,0,0,375,0,0,0,55,48,7,0,0,0,0,0,1079,58,21,25,18,12,18,20,8,7,20,59,75,92,99,195,352,148350,148350,142550,,,170755,,,,,142550,1079,0,1079,165,33,11,26,21,11,8,28,27,165,9,98,38,20,0,769
"25017363202","14000US25017363202","Census Tract 3632.02, Middlesex County, Massachusetts","Census Tract 3632.02, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004112",,,,,"25","017",,,,"363202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3480,3006,0,0,345,0,0,129,3480,3393,2961,0,0,334,0,0,98,87,45,0,0,11,0,0,31,1172,17,25,10,10,39,46,10,2,10,39,90,131,133,142,202,267,124087,124087,123683,,,171964,,,107431,145083,123548,1172,0,1172,78,0,0,0,9,13,18,25,13,78,0,53,9,16,0,1486
"25017364101","14000US25017364101","Census Tract 3641.01, Middlesex County, Massachusetts","Census Tract 3641.01, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004113",,,,,"25","017",,,,"364101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5277,5125,48,0,19,0,53,32,5277,4971,4859,48,0,19,0,13,32,306,266,0,0,0,0,40,0,2222,79,64,76,95,94,76,76,101,67,118,217,341,317,251,141,107,79564,79564,79865,,,,,,,89469,79721,2222,0,2222,711,55,44,68,134,153,106,118,33,723,36,394,121,160,12,1080
"25017364102","14000US25017364102","Census Tract 3641.02, Middlesex County, Massachusetts","Census Tract 3641.02, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004114",,,,,"25","017",,,,"364102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5108,4802,126,0,142,0,0,38,5108,5088,4794,114,0,142,0,0,38,20,8,12,0,0,0,0,0,1994,34,62,81,66,49,39,34,57,65,93,159,399,322,194,180,160,92039,92039,91057,124910,,95548,,,,,90872,1994,27,1967,404,0,30,29,94,103,60,67,21,473,9,283,41,55,85,1082
"25017365100","14000US25017365100","Census Tract 3651, Middlesex County, Massachusetts","Census Tract 3651, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004115",,,,,"25","017",,,,"365100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7711,7065,29,0,504,0,21,92,7711,7639,7005,29,0,504,0,21,80,72,60,0,0,0,0,0,12,2311,23,10,3,43,44,23,37,0,2,88,90,126,213,262,431,914,166763,166763,166111,,,197590,,,150610,136991,166493,2311,0,2311,11,0,0,0,0,0,0,0,11,24,0,11,0,0,13,2212
"25017365201","14000US25017365201","Census Tract 3652.01, Middlesex County, Massachusetts","Census Tract 3652.01, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004116",,,,,"25","017",,,,"365201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5348,4866,12,0,358,0,4,108,5348,5324,4842,12,0,358,0,4,108,24,24,0,0,0,0,0,0,1734,21,29,17,19,31,31,25,31,12,42,69,132,123,124,340,687,171261,171261,169544,,,226952,,,,,169283,1734,9,1725,33,10,15,4,0,0,2,2,0,33,0,22,11,0,0,596
"25017365202","14000US25017365202","Census Tract 3652.02, Middlesex County, Massachusetts","Census Tract 3652.02, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004117",,,,,"25","017",,,,"365202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4185,3783,98,0,124,0,143,37,4185,4107,3730,98,0,124,0,118,37,78,53,0,0,0,0,25,0,1319,102,33,9,7,21,25,18,34,15,28,73,110,94,118,167,467,146153,146153,153374,29814,,125739,,40715,,146811,154310,1319,34,1285,232,115,30,24,18,4,0,18,23,251,16,74,85,57,19,319
"25017366100","14000US25017366100","Census Tract 3661, Middlesex County, Massachusetts","Census Tract 3661, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004118",,,,,"25","017",,,,"366100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4787,4260,7,4,468,0,5,43,4787,4725,4198,7,4,468,0,5,43,62,62,0,0,0,0,0,0,1804,41,34,23,46,41,13,23,47,57,155,87,211,223,214,273,315,112036,112036,109193,276350,,179945,,,,159453,108222,1804,6,1798,386,22,33,18,28,68,49,45,123,386,0,288,69,20,9,1322
"25017366200","14000US25017366200","Census Tract 3662, Middlesex County, Massachusetts","Census Tract 3662, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004119",,,,,"25","017",,,,"366200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8432,7521,15,21,749,0,0,126,8432,8375,7464,15,21,749,0,0,126,57,57,0,0,0,0,0,0,3044,52,16,13,5,21,41,29,27,34,120,248,265,186,222,490,1275,172943,172943,169678,,,210284,,,,276350,168665,3044,25,3019,98,9,8,2,0,0,0,16,63,132,19,14,23,42,34,2212
"25017367100","14000US25017367100","Census Tract 3671, Middlesex County, Massachusetts","Census Tract 3671, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004120",,,,,"25","017",,,,"367100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4208,3583,0,0,492,0,0,133,4208,4155,3530,0,0,492,0,0,133,53,53,0,0,0,0,0,0,1315,13,9,3,11,20,21,26,37,9,46,73,77,70,97,178,624,179765,179765,170765,,,224139,,,,,170765,1315,0,1315,69,0,0,7,16,11,0,0,35,106,0,23,23,23,37,2212
"25017367200","14000US25017367200","Census Tract 3672, Middlesex County, Massachusetts","Census Tract 3672, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004121",,,,,"25","017",,,,"367200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7265,6544,160,0,497,0,45,19,7265,7195,6519,160,0,497,0,0,19,70,25,0,0,0,0,45,0,2355,47,48,34,26,56,66,28,35,26,77,111,162,146,207,246,1041,158540,158540,161812,,,143932,,,,,161812,2355,0,2355,251,0,66,24,5,0,0,21,135,267,14,131,27,66,29,2154
"25017368101","14000US25017368101","Census Tract 3681.01, Middlesex County, Massachusetts","Census Tract 3681.01, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004122",,,,,"25","017",,,,"368101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5526,4328,273,0,726,0,138,61,5526,5187,4112,273,0,726,0,15,61,339,216,0,0,0,0,123,0,2348,106,47,51,77,67,43,67,106,55,161,231,355,329,278,200,175,82951,82951,83186,81762,,121940,,24420,,51815,83748,2348,0,2348,966,22,2,8,27,68,50,334,455,1002,35,392,284,201,90,1967
"25017368102","14000US25017368102","Census Tract 3681.02, Middlesex County, Massachusetts","Census Tract 3681.02, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004123",,,,,"25","017",,,,"368102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3745,3056,224,8,366,0,63,28,3745,3511,2822,224,8,366,0,63,28,234,234,0,0,0,0,0,0,1411,55,34,19,5,23,56,67,66,31,52,116,266,198,129,162,131,90146,90146,89763,97629,,120673,,43315,,69680,91170,1411,7,1404,170,0,0,10,11,11,26,35,78,186,0,89,38,43,16,1700
"25017368200","14000US25017368200","Census Tract 3682, Middlesex County, Massachusetts","Census Tract 3682, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004124",,,,,"25","017",,,,"368200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4446,3681,264,0,254,0,125,122,4446,3927,3287,264,0,254,0,27,95,519,394,0,0,0,0,98,27,1778,94,45,34,36,42,28,17,65,64,120,160,190,144,160,261,318,95955,95955,97304,276350,,87050,,48616,,55065,109773,1778,12,1766,705,0,41,10,38,66,63,120,367,719,9,331,189,135,55,2062
"25017368300","14000US25017368300","Census Tract 3683, Middlesex County, Massachusetts","Census Tract 3683, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004125",,,,,"25","017",,,,"368300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4802,3149,287,0,1072,0,267,27,4802,4329,2943,287,0,1072,0,0,27,473,206,0,0,0,0,267,0,2021,130,94,81,85,89,68,32,29,58,198,193,254,281,169,89,171,69982,69982,67015,60889,,98312,,116945,,51337,70441,2021,39,1982,1145,14,149,53,151,213,144,228,193,1208,0,574,225,309,100,1237
"25017368400","14000US25017368400","Census Tract 3684, Middlesex County, Massachusetts","Census Tract 3684, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004126",,,,,"25","017",,,,"368400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8940,6794,582,0,1091,0,375,98,8940,7720,6209,315,0,1091,0,56,49,1220,585,267,0,0,0,319,49,2901,185,77,167,115,77,142,162,102,44,223,268,380,267,203,289,201,67322,67322,67787,56129,,116721,,50643,,68769,67219,2901,81,2820,1663,15,89,74,156,283,328,471,246,1687,20,743,426,380,118,1420
"25017368500","14000US25017368500","Census Tract 3685, Middlesex County, Massachusetts","Census Tract 3685, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004127",,,,,"25","017",,,,"368500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3091,2262,74,0,451,0,304,0,3091,2437,1823,74,0,451,0,89,0,654,439,0,0,0,0,215,0,1794,260,116,105,79,52,34,70,202,44,112,150,217,133,63,80,77,44026,44026,46288,80970,,42547,,32701,,69186,43983,1794,21,1773,1627,163,104,78,206,364,237,166,309,1627,77,864,375,242,69,1179
"25017368600","14000US25017368600","Census Tract 3686, Middlesex County, Massachusetts","Census Tract 3686, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004128",,,,,"25","017",,,,"368600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4851,3920,196,0,127,0,538,70,4851,3940,3357,196,0,127,0,190,70,911,563,0,0,0,0,348,0,2210,94,62,82,103,88,65,92,151,108,177,214,270,208,160,143,192,65319,65319,67706,62998,,125845,,23117,182805,42445,68961,2210,70,2140,1385,0,64,103,210,310,260,271,168,1397,72,678,278,346,23,1255
"25017368700","14000US25017368700","Census Tract 3687, Middlesex County, Massachusetts","Census Tract 3687, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004129",,,,,"25","017",,,,"368700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2315,2013,165,0,63,0,51,23,2315,1976,1748,165,0,63,0,0,0,339,265,0,0,0,0,51,23,853,54,55,70,58,38,36,47,38,29,60,90,92,47,31,21,88,52742,52742,53059,34281,,55058,,,,27443,61088,853,22,831,501,6,36,39,33,77,112,146,52,515,75,260,38,128,14,1383
"25017368800","14000US25017368800","Census Tract 3688, Middlesex County, Massachusetts","Census Tract 3688, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004130",,,,,"25","017",,,,"368800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4583,3509,685,13,86,0,268,22,4583,3972,3225,648,13,86,0,0,0,611,284,37,0,0,0,268,22,1780,114,62,72,133,98,24,49,67,91,103,257,303,153,75,72,107,65763,65763,65836,69208,,110803,,65460,,65979,64455,1780,100,1680,1101,6,72,23,145,321,250,214,71,1112,6,519,295,220,72,1237
"25017368901","14000US25017368901","Census Tract 3689.01, Middlesex County, Massachusetts","Census Tract 3689.01, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004131",,,,,"25","017",,,,"368901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8690,7197,586,17,483,22,253,132,8690,8363,7068,586,17,483,22,69,118,327,129,0,0,0,0,184,14,2057,219,122,82,71,46,30,49,25,36,143,188,244,233,193,192,185,74087,74087,82956,9352,,103286,,,131510,25069,83570,2057,13,2044,648,0,135,34,17,50,97,176,139,689,0,209,163,276,41,1481
"25017368902","14000US25017368902","Census Tract 3689.02, Middlesex County, Massachusetts","Census Tract 3689.02, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004132",,,,,"25","017",,,,"368902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3663,2333,468,36,457,0,364,5,3663,3245,2213,468,36,457,0,66,5,418,120,0,0,0,0,298,0,1430,112,79,92,80,38,62,135,70,63,79,138,172,118,86,75,31,47304,47304,45425,74242,,82099,,37908,2762,41038,45296,1430,36,1394,1144,50,13,24,113,150,200,431,163,1144,10,465,222,411,36,1515
"25017369000","14000US25017369000","Census Tract 3690, Middlesex County, Massachusetts","Census Tract 3690, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004133",,,,,"25","017",,,,"369000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963,819,68,8,59,0,9,0,963,895,751,68,8,59,0,9,0,68,68,0,0,0,0,0,0,330,9,6,14,12,4,0,2,12,26,39,34,40,32,17,36,48,83168,83168,83036,46038,,,,,,,83036,330,0,330,32,0,0,13,14,5,0,0,0,42,0,22,0,10,10,869
"25017369100","14000US25017369100","Census Tract 3691, Middlesex County, Massachusetts","Census Tract 3691, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004134",,,,,"25","017",,,,"369100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4981,4085,410,11,251,0,163,61,4981,4607,3846,384,0,251,0,65,61,374,239,26,11,0,0,98,0,1783,51,11,21,59,64,64,93,77,66,91,177,247,214,153,210,182,86563,86563,76457,133967,,102249,,,167191,,78141,1783,0,1783,291,0,0,19,40,103,83,23,23,299,0,175,46,70,8,1219
"25017370101","14000US25017370101","Census Tract 3701.01, Middlesex County, Massachusetts","Census Tract 3701.01, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004135",,,,,"25","017",,,,"370101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6288,5681,37,0,444,0,0,126,6288,6065,5513,16,0,444,0,0,92,223,168,21,0,0,0,0,34,2712,111,110,106,79,82,83,56,85,95,132,319,533,398,207,141,174,79068,79068,81693,77810,,56685,,,,48989,82104,2712,31,2681,949,63,75,68,142,161,137,205,99,993,18,607,148,176,44,1168
"25017370102","14000US25017370102","Census Tract 3701.02, Middlesex County, Massachusetts","Census Tract 3701.02, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004136",,,,,"25","017",,,,"370102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6774,5778,203,0,646,41,81,25,6774,6392,5502,203,0,646,41,0,0,382,276,0,0,0,0,81,25,3043,89,45,92,102,105,108,87,101,91,315,516,426,289,206,293,177,72039,72039,66877,152661,,89609,,,,78415,66047,3043,12,3031,1788,107,99,166,150,232,315,384,335,1820,164,1059,301,264,32,1363
"25017370200","14000US25017370200","Census Tract 3702, Middlesex County, Massachusetts","Census Tract 3702, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004137",,,,,"25","017",,,,"370200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8289,7369,318,0,365,0,70,167,8289,7831,6941,318,0,365,0,40,167,458,428,0,0,0,0,30,0,3529,68,42,105,110,91,101,93,61,155,238,285,506,494,325,359,498,94053,94053,97249,90274,,44031,,23720,,113861,96219,3529,52,3477,1289,0,51,13,34,163,171,457,401,1318,30,761,327,171,29,1784
"25017370300","14000US25017370300","Census Tract 3703, Middlesex County, Massachusetts","Census Tract 3703, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004138",,,,,"25","017",,,,"370300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5981,5491,111,10,183,0,140,46,5981,5839,5374,111,10,183,0,124,37,142,117,0,0,0,0,16,9,2713,135,114,85,91,112,100,78,112,91,156,371,444,284,213,233,93,68863,68863,70662,87050,,105289,,56020,28615,51586,70966,2713,79,2634,1621,83,80,68,117,202,275,508,290,1653,60,948,314,271,60,1489
"25017370400","14000US25017370400","Census Tract 3704, Middlesex County, Massachusetts","Census Tract 3704, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004139",,,,,"25","017",,,,"370400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5435,4927,135,0,201,0,121,51,5435,5200,4835,113,0,201,0,0,51,235,92,22,0,0,0,121,0,2149,67,49,74,70,48,51,65,42,46,82,277,424,310,192,154,198,84184,84184,84815,,,240942,,,60643,43839,85088,2149,25,2124,890,0,19,33,79,92,165,315,187,907,24,601,126,139,17,1548
"25017373100","14000US25017373100","Census Tract 3731, Middlesex County, Massachusetts","Census Tract 3731, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004140",,,,,"25","017",,,,"373100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4709,3910,112,0,443,0,150,94,4709,4597,3847,112,0,443,0,101,94,112,63,0,0,0,0,49,0,1951,148,77,58,44,32,15,15,53,14,122,140,284,211,189,231,317,98030,98030,97389,10566,,139769,,,,103286,97167,1951,39,1912,889,0,0,7,27,108,178,334,236,930,12,503,123,251,41,1647
"25017373200","14000US25017373200","Census Tract 3732, Middlesex County, Massachusetts","Census Tract 3732, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004141",,,,,"25","017",,,,"373200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3993,3453,22,0,257,0,152,109,3993,3705,3301,22,0,257,0,16,109,288,152,0,0,0,0,136,0,1740,114,103,94,56,18,6,25,51,59,177,167,220,188,135,168,157,75720,75720,72443,,,106671,,80634,,55670,78080,1740,65,1675,953,70,18,20,40,135,151,257,261,982,28,549,268,108,29,1593
"25017373300","14000US25017373300","Census Tract 3733, Middlesex County, Massachusetts","Census Tract 3733, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004142",,,,,"25","017",,,,"373300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2504,2192,112,15,175,0,0,10,2504,2427,2115,112,15,175,0,0,10,77,77,0,0,0,0,0,0,1057,103,28,12,12,19,17,23,63,16,52,97,140,112,82,119,163,85539,85539,87824,2762,,153374,,,,59722,98657,1057,10,1047,456,117,25,3,13,32,70,115,81,456,25,195,113,123,0,1427
"25017373400","14000US25017373400","Census Tract 3734, Middlesex County, Massachusetts","Census Tract 3734, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004143",,,,,"25","017",,,,"373400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2817,2450,0,0,259,0,84,24,2817,2674,2370,0,0,259,0,21,24,143,80,0,0,0,0,63,0,1104,21,7,19,35,22,15,41,44,52,37,57,116,164,131,140,202,115854,115854,120078,,,95617,,43229,,139556,119008,1104,0,1104,432,0,0,0,19,27,31,169,186,443,16,215,101,100,11,1922
"25017373500","14000US25017373500","Census Tract 3735, Middlesex County, Massachusetts","Census Tract 3735, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004144",,,,,"25","017",,,,"373500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5573,5005,132,0,333,0,29,74,5573,5343,4775,132,0,333,0,29,74,230,230,0,0,0,0,0,0,1726,61,32,15,6,8,23,41,30,22,44,114,195,127,90,196,720,163549,163549,162431,212789,,181207,,,,177693,159208,1726,18,1708,336,0,6,2,5,54,66,78,125,367,0,171,29,113,54,1711
"25017373600","14000US25017373600","Census Tract 3736, Middlesex County, Massachusetts","Census Tract 3736, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004145",,,,,"25","017",,,,"373600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10055,8409,377,0,821,169,127,152,10055,9715,8160,377,0,821,169,36,152,340,249,0,0,0,0,91,0,1003,86,15,8,13,12,11,20,19,8,35,84,98,67,51,41,435,126757,126757,143241,,,67015,,,,188090,143087,1003,10,993,313,22,2,0,31,40,10,35,172,351,25,101,57,130,38,2148
"25017373700","14000US25017373700","Census Tract 3737, Middlesex County, Massachusetts","Census Tract 3737, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004146",,,,,"25","017",,,,"373700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3491,3186,27,26,125,0,9,118,3491,3400,3112,27,26,125,0,0,110,91,74,0,0,0,0,9,8,1232,0,9,9,9,10,10,9,10,22,19,47,95,116,79,111,677,217395,217395,212915,188115,,247160,,,,276350,209398,1232,0,1232,38,0,0,0,0,4,8,11,15,48,11,18,9,0,10,1720
"25017373800","14000US25017373800","Census Tract 3738, Middlesex County, Massachusetts","Census Tract 3738, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004147",,,,,"25","017",,,,"373800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5293,4196,393,0,525,0,76,103,5293,5161,4064,393,0,525,0,76,103,132,132,0,0,0,0,0,0,2204,117,63,20,30,45,50,56,24,60,121,140,260,232,187,284,514,109676,109676,127942,74200,,90441,,,,174002,124229,2204,43,2161,915,54,14,2,67,76,94,278,329,923,35,540,128,170,50,1737
"25017373900","14000US25017373900","Census Tract 3739, Middlesex County, Massachusetts","Census Tract 3739, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004148",,,,,"25","017",,,,"373900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6413,5594,39,0,696,0,22,62,6413,6361,5564,39,0,696,0,0,62,52,30,0,0,0,0,22,0,2645,72,37,42,33,27,45,84,122,64,161,213,279,241,217,318,692,114823,114823,113994,,,145083,,,,,112695,2645,9,2636,422,0,11,39,37,43,50,71,172,422,14,199,119,90,0,1675
"25017374000","14000US25017374000","Census Tract 3740, Middlesex County, Massachusetts","Census Tract 3740, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004149",,,,,"25","017",,,,"374000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4878,3927,40,5,727,0,95,84,4878,4775,3890,40,5,727,0,29,84,103,37,0,0,0,0,66,0,1627,58,41,35,32,28,51,80,31,30,39,59,122,151,136,264,470,130794,130794,130107,276350,,130851,,,,,126958,1627,58,1569,246,16,92,28,4,0,0,23,83,255,10,121,28,79,17,615
"25017374100","14000US25017374100","Census Tract 3741, Middlesex County, Massachusetts","Census Tract 3741, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004150",,,,,"25","017",,,,"374100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4122,3201,173,0,624,0,100,24,4122,3912,3091,173,0,624,0,0,24,210,110,0,0,0,0,100,0,1854,154,35,54,42,49,53,16,57,21,185,155,238,216,174,156,249,84267,84267,94305,54184,,60371,,29636,,43152,91287,1854,35,1819,702,41,53,12,24,81,112,189,190,718,0,387,168,117,46,1554
"25017374200","14000US25017374200","Census Tract 3742, Middlesex County, Massachusetts","Census Tract 3742, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004151",,,,,"25","017",,,,"374200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4023,3260,78,0,347,0,95,243,4023,3802,3139,78,0,347,0,82,156,221,121,0,0,0,0,13,87,1417,23,15,21,26,17,4,7,25,15,58,104,140,169,127,136,529,135107,135107,135388,,,223843,,,174603,160835,135107,1417,8,1409,309,0,14,18,21,20,46,83,106,314,0,205,67,37,5,1604
"25017374300","14000US25017374300","Census Tract 3743, Middlesex County, Massachusetts","Census Tract 3743, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004152",,,,,"25","017",,,,"374300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3223,3074,9,0,130,0,0,10,3223,3191,3052,9,0,130,0,0,0,32,22,0,0,0,0,0,10,1181,0,16,21,9,10,28,28,2,11,27,51,91,80,72,196,539,193566,193566,193517,,,202426,,,,,193517,1181,0,1181,85,11,10,2,0,6,20,24,12,85,12,33,17,23,0,1449
"25017374400","14000US25017374400","Census Tract 3744, Middlesex County, Massachusetts","Census Tract 3744, Middlesex County, Massachusetts","ma","140","00","ACSSF","0004153",,,,,"25","017",,,,"374400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5005,4566,46,0,370,0,0,23,5005,4992,4553,46,0,370,0,0,23,13,13,0,0,0,0,0,0,1785,151,63,24,3,9,19,16,12,21,50,94,126,106,99,157,834,175807,175807,175075,,,276350,,,,,175075,1785,12,1773,307,116,42,22,9,0,14,33,72,307,0,157,113,37,0,559
